precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEAG CLAUDIU-GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ADAM DANIELA-MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi","ISTOC TIBERIU-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BOLDURA CRISTIAN-IOAN-FORȚA DREPTEI-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞU SEC",336,CÂRJIŢI,86749,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:37",206,170,2,32,2,165,130,1,32,2,162,3,180,15,39,112,5,6
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRJIŢI",335,CÂRJIŢI,86749,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:48",99,70,0,26,3,94,65,0,26,3,93,1,110,16,20,66,1,6
22,HUNEDOARA,"CĂMINUL CULTURAL CHERGHEŞ",337,CÂRJIŢI,86749,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:07",99,78,0,19,2,67,46,0,19,2,66,1,85,18,8,29,3,26
22,HUNEDOARA,"CĂMINUL CULTURAL COZIA",338,CÂRJIŢI,86749,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:54",154,141,0,13,0,115,102,0,13,0,112,3,150,35,35,55,15,7
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",339,CÂRJIŢI,86749,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:22",134,114,0,19,1,87,67,0,19,1,85,2,122,33,18,57,6,4
