precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGOIŢĂ DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MURGU VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUCURESCU SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","LOGHIN CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LAMBU LUCIAN-VALENTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"SALA DE SPORT",302,SLIVILEŞTI,82047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:40:08",732,707,0,5,20,503,478,0,5,20,487,15,800,298,55,5,321,105,1
20,GORJ,"SALA MULTIFUNCȚIONALĂ",301,SLIVILEŞTI,82047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:01:38",772,742,0,15,15,518,488,0,15,15,510,8,800,282,66,22,377,40,5
20,GORJ,"ȘCOALA PRIMARĂ STRÎMTU CU CLASELE I-IV",303,SLIVILEŞTI,82047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:54:25",423,411,0,7,5,274,262,0,7,5,251,23,500,219,19,3,187,40,2
20,GORJ,"ȘCOALA PRIMARĂ SURA CU CLASELE I-IV",304,SLIVILEŞTI,82047,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:42:58",614,592,0,7,15,364,342,0,7,15,354,10,612,248,43,16,251,44,0
