precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TURCU STELIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVA TATIANA-ANCA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIHALACHE COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIRILĂ CORNEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","MAXIM PETRICĂ-VALENTIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","TĂRÎŢĂ MARCEL-FORȚA DREPTEI-voturi","NOŢINGĂR ION-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GIMNAZIALA COGEASCA",529,LEŢCANI,97679,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:26",1593,1591,0,2,0,804,802,0,2,0,760,44,1700,892,321,21,154,22,25,154,63
24,IAŞI,"SCOALA GIMNAZIALA LETCANI",527,LEŢCANI,97679,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:39",1827,1820,1,6,0,1013,1007,0,6,0,974,39,2000,987,449,35,36,15,49,299,91
24,IAŞI,"SCOALA GIMNAZIALA LETCANI",526,LEŢCANI,97679,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:16:44",2002,1999,2,1,0,1157,1156,0,1,0,1100,26,2200,1074,539,28,47,18,37,296,135
24,IAŞI,"SCOALA PRIMARA BOGONOS",528,LEŢCANI,97679,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:18",614,613,0,1,0,355,354,0,1,0,338,17,700,345,268,4,26,3,4,12,21
24,IAŞI,"SCOALA PRIMARA CUCUTENI",530,LEŢCANI,97679,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:52:59",388,388,0,0,0,194,194,0,0,0,178,16,400,206,114,5,16,16,2,11,14
