precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KOVÁCS LEHEL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CASA DE CULTURĂ MORĂRENI",176,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:54",668,655,2,3,8,434,423,0,3,8,428,6,700,266,428
21,HARGHITA,"CASA DE CULTURĂ PĂLTINIŞ",177,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:01",459,448,0,1,10,303,292,0,1,10,298,5,500,197,298
21,HARGHITA,"SCOALA GIMNAZIALĂ ”BENEDEK FIDEL” BISERICANI",174,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:34",608,583,0,9,16,422,397,0,9,16,418,4,700,278,418
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”TAMASI ARON” LUPENI",173,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:35",1626,1608,0,4,14,1153,1135,0,4,14,1125,28,1700,547,1125
21,HARGHITA,"SCOALA PRIMARĂ BULGĂRENI",175,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:23",237,225,0,5,7,160,148,0,5,7,158,2,300,140,158
21,HARGHITA,"SCOALA PRIMARĂ PĂULENI",178,LUPENI,84825,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:14",295,285,2,3,5,176,168,0,3,5,172,4,300,124,172
