precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
5,BIHOR,"CAMIN CULTURAL PETRANI",489,POCOLA,30416,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:27",285,268,0,6,11,218,201,0,6,11,212,6,294,76,4,95,101,12
5,BIHOR,"CAMIN CULTURAL SINMARTIN DE BEIUȘ",490,POCOLA,30416,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:12",186,173,2,5,6,155,144,0,5,6,153,2,191,36,3,75,63,12
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:09",291,264,1,14,12,233,207,0,14,12,231,2,310,77,2,127,64,38
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:02",444,405,0,21,18,360,321,0,21,18,351,9,648,288,12,102,226,11
