precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COACĂ GHIŢĂ-DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","CRĂCIUN GIONI-PARTIDUL SOCIAL DEMOCRAT-voturi","ICHIM SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUSUIOC NICOLAIE-GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUSUIOC VIOREL-REMUS-PARTIDUL S.O.S. ROMÂNIA-voturi","STANCIU ADINA-PETRUŢA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SURUGIU DANIEL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 LIVEZI",417,LIVEZI,23289,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:39",762,757,2,2,1,359,356,0,2,1,338,21,811,452,40,81,78,21,102,7,9
4,BACĂU,"ŞCOALA GIMNAZIALĂ POIANA",420,LIVEZI,23289,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:03",747,741,0,6,0,321,315,0,6,0,299,22,796,475,83,29,132,15,26,11,3
4,BACĂU,"ŞCOALA PRIMARĂ BĂLĂNEASA",418,LIVEZI,23289,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:00",927,918,1,7,1,451,443,0,7,1,431,20,1000,549,48,72,187,51,45,6,22
4,BACĂU,"ŞCOALA PRIMARĂ ORĂŞA",419,LIVEZI,23289,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:24",669,662,0,4,3,405,398,0,4,3,387,18,700,295,103,96,65,27,36,21,39
4,BACĂU,"ŞCOALA PRIMARĂ PRĂJOAIA",421,LIVEZI,23289,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:18",791,787,1,3,0,374,370,1,3,0,340,34,900,526,70,38,170,21,36,4,1
4,BACĂU,"ŞCOALA PRIMARĂ SCĂRIGA",422,LIVEZI,23289,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:44",455,453,0,2,0,240,238,0,2,0,227,13,516,276,20,65,119,12,4,2,5
