precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUNDĂ-DOSPINESCU TIBERIU-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NIŢOI CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
31,PRAHOVA,"CĂMIN CULTURAL",484,MĂNEŞTI,134194,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:41",868,855,0,10,3,462,449,0,10,3,445,17,896,434,58,387
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ BĂLTIȚA",485,MĂNEŞTI,134194,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:21",702,679,2,7,14,411,389,1,7,14,401,10,800,389,31,370
31,PRAHOVA,"SALĂ MULTIFUNCȚIONALĂ ZALHANAUA",487,MĂNEŞTI,134194,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:04",840,827,0,5,8,458,445,0,5,8,440,18,900,442,100,340
31,PRAHOVA,"ȘCOALA COADA IZVORULUI",486,MĂNEŞTI,134194,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:52",714,708,0,6,0,431,425,0,6,0,421,10,796,365,54,367
