precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BORDUȘELU",123,CIOCHINA,93101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:44",611,556,0,55,0,485,430,0,55,0,483,2,576,91,279,189,7,8
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL OREZU",124,CIOCHINA,93101,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:25:37",598,585,0,11,2,408,395,0,11,2,374,21,652,244,191,152,17,14
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 14:21:57",1201,1172,3,24,2,744,718,0,24,2,724,17,1300,559,319,279,27,99
