precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRODĂNEL CODRUŢ-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂDESCU CODRUŢ-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŢUCĂ GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","MARGHIOLU GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","VLAD IONELA-ADELINA-voturi"
3,ARGEŞ,"PRIMARIA COMUNEI COCU",301,COCU,15652,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:41",283,273,1,9,0,211,202,0,9,0,209,2,300,89,35,90,63,19,2
3,ARGEŞ,"ŞCOALĂ GIMNAZIALĂ NR.1 COCU",303,COCU,15652,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:20",492,470,1,21,0,350,329,0,21,0,343,7,508,158,62,104,80,87,10
3,ARGEŞ,"ŞCOALĂ PRIMARĂ BĂRBĂTEŞTI",302,COCU,15652,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:33",462,452,0,10,0,314,304,0,10,0,309,5,484,170,102,84,64,56,3
3,ARGEŞ,"ŞCOALĂ PRIMARĂ CRUCIŞOARA",304,COCU,15652,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:29",247,239,0,8,0,172,164,0,8,0,170,2,352,180,17,61,57,33,2
3,ARGEŞ,"ŞCOALĂ PRIMARĂ RICHIŢELE DE SUS",305,COCU,15652,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:20",299,290,0,9,0,203,194,0,9,0,194,6,280,77,39,92,37,23,3
