precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
29,NEAMŢ,"BIBLIOTECA COMUNALA FAUREI",277,FĂUREI,122613,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:18",210,201,0,6,3,132,123,0,6,3,126,6,300,168,22,40,64
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA FAUREI",275,FĂUREI,122613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:48",602,597,1,4,0,335,330,1,4,0,315,20,700,365,81,212,22
29,NEAMŢ,"SCOALA PRIMARA BUDESTI",276,FĂUREI,122613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:33",866,860,0,5,1,501,495,0,5,1,484,17,900,399,223,243,18
