precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL",153,CUJMIR,111444,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:17",1076,1005,0,25,46,701,631,0,25,45,685,16,1057,356,145,476,64
27,MEHEDINŢI,"CĂMINUL CULTURAL",154,CUJMIR,111444,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:23",685,593,0,19,73,502,410,0,19,73,491,11,704,202,107,351,33
27,MEHEDINŢI,"GRĂDINIŢA CUJMIRU MIC",156,CUJMIR,111444,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:14",380,357,0,8,15,270,247,0,8,15,253,17,457,187,53,186,14
27,MEHEDINŢI,"ŞCOALA GENERALĂ AURORA",155,CUJMIR,111444,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:24",549,499,2,16,32,340,290,2,16,32,327,13,550,210,52,241,34
