precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AVRAM ALIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","STOICA DĂNUŢ-TOMA-ALIANȚA ELECTORALĂ PSD PNL-voturi","BLIDARIU MĂLINA-LILIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BAGIU FLORENTIN-ADRIAN-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
37,TIMIŞ,"CAMIN CULTURAL LUGOJEL",405,GAVOJDIA,157031,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:42",641,616,1,6,18,387,362,1,6,18,371,16,663,276,21,284,26,40
37,TIMIŞ,"CĂMINUL CULTURAL GĂVOJDIA",403,GAVOJDIA,157031,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:16",1115,1083,1,10,21,554,522,1,10,21,528,26,1200,646,24,426,26,52
37,TIMIŞ,"CĂMINUL CULTURAL JENA",404,GAVOJDIA,157031,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:52",432,408,0,7,17,269,245,0,7,17,245,8,500,221,4,157,7,77
37,TIMIŞ,"CĂMINUL CULTURAL SĂLBĂGEL",406,GAVOJDIA,157031,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:13",233,226,0,7,0,150,143,0,7,0,141,9,250,100,9,113,13,6
