precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HALACU TITUS-SIMION-PARTIDUL NAȚIONAL LIBERAL-voturi","PĂSCONI TIBERIU-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL CÂRNEȘTI",494,TOTEŞTI,91624,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:27:33",373,354,2,7,10,257,240,0,7,10,251,6,398,141,15,236
22,HUNEDOARA,"ȘCOALA GENERALĂ CLASELE I-VIII TOTEȘTI",493,TOTEŞTI,91624,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:45",284,271,0,4,9,225,212,0,4,9,220,5,300,75,15,205
22,HUNEDOARA,"ȘCOALA PRIMARĂ PĂCLIȘA",495,TOTEŞTI,91624,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:43",545,491,0,33,21,383,329,0,33,21,378,5,526,143,18,360
22,HUNEDOARA,"ȘCOALA PRIMARĂ REEA",496,TOTEŞTI,91624,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:32",368,353,0,8,7,245,230,0,8,7,244,1,398,153,51,193
