precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TAMAŞ CIPRIAN-ROBERT-PARTIDUL SOCIAL DEMOCRAT-voturi","CODREANU IULIAN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","DAVID DUMITRU DAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"ANEXA LA BISERICA „NAȘTEREA MAICII DOMNULUI” RĂŞCANI",481,ŞULETEA,166137,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:04",232,205,0,11,16,128,101,0,11,16,122,6,232,104,100,17,5
39,VASLUI,"CĂMINUL CULTURAL ”VIRGIL CARAIVAN” ŞULETEA",478,ŞULETEA,166137,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:27",898,850,0,12,36,518,470,0,12,36,494,24,992,474,278,171,45
39,VASLUI,"CREȘA FEDEȘTI",479,ŞULETEA,166137,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:37",482,456,1,6,19,268,242,1,6,19,256,12,502,234,154,76,26
39,VASLUI,"ŞCOALA PRIMARĂ ”DUMITRU BAHRIM”",480,ŞULETEA,166137,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:31",196,180,0,9,7,123,107,0,9,7,120,3,204,81,68,46,6
