precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 NĂMOLOASA",358,NĂMOLOASA,76763,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:02:46",854,785,0,9,60,490,421,0,9,60,482,8,962,472,17,439,19,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 NĂMOLOASA (GRĂDINIȚA NR. 1)",357,NĂMOLOASA,76763,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:55",777,701,0,11,65,474,398,0,11,65,459,15,800,326,43,374,18,24
