precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA GIMNAZIALA GH. CIOBANU ANDRIESENI",321,ANDRIEŞENI,95667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:11",1334,1318,0,5,11,781,765,0,5,11,750,31,1415,634,310,381,26,26,7
24,IAŞI,"SCOALA GIMNAZIALA GLAVANESTI",323,ANDRIEŞENI,95667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:28",536,528,0,8,0,285,277,0,8,0,267,18,700,415,57,159,15,21,15
24,IAŞI,"SCOALA GIMNAZIALA SPINENI",324,ANDRIEŞENI,95667,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:32",771,764,0,4,3,401,394,0,4,3,383,18,800,399,131,164,35,44,9
24,IAŞI,"SCOALA PRIMARA BUHAENI",322,ANDRIEŞENI,95667,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:31:36",502,493,0,6,3,502,493,0,6,3,226,13,500,261,66,115,16,13,16
