precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CAMIN CULTURAL CALIENII-VECHI",224,NĂNEŞTI,176855,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:17:56",544,507,0,7,30,269,232,0,7,30,252,17,562,293,166,57,29
41,VRANCEA,"CAMIN CULTURAL NANESTI",222,NĂNEŞTI,176855,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:12:49",1034,978,0,6,50,571,515,0,6,50,551,20,1077,506,192,316,43
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:54:32",279,262,0,6,11,151,134,0,6,11,146,5,285,134,52,62,32
