precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRUŢ HOREA-CĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEŢAN EMIL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","RAŢIU ONORIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DURA FLORICA-UNIUNEA SALVAȚI ROMÂNIA-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BÎRLA",183,MĂRIŞELU,33765,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:01",269,266,0,2,1,197,194,0,2,1,191,6,300,103,117,63,2,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:35",488,481,0,3,4,256,249,0,3,4,247,9,500,244,196,27,18,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ DOMNEŞTI",184,MĂRIŞELU,33765,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:06:41",757,749,4,4,0,424,420,0,4,0,408,16,800,351,356,6,30,16
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ SÎNTIOANA",187,MĂRIŞELU,33765,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:52",366,361,0,4,1,218,213,0,4,1,212,6,400,182,152,26,3,31
6,BISTRIŢA-NĂSĂUD,"SOCIETATEA AGRICOLĂ",185,MĂRIŞELU,33765,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:46:09",104,85,0,16,3,104,85,0,16,3,80,2,134,52,72,3,2,3
