precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPESCU ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","RADU IOAN-RĂDUCU-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GRIGORAŞ GHEORGHE-EUGEN-PARTIDUL PRO ROMÂNIA-voturi","GRIGORAŞ ION-voturi"
29,NEAMŢ,"CONTAINER MODULAR",164,BĂLŢĂTEŞTI,121242,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:45",515,499,0,10,6,280,264,0,10,6,271,9,600,320,54,99,6,44,68
29,NEAMŢ,"PRIMĂRIA COMUNEI BĂLŢĂTEŞTI",163,BĂLŢĂTEŞTI,121242,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:57",1701,1681,0,6,14,962,942,0,6,14,923,39,1800,838,306,283,45,67,222
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",165,BĂLŢĂTEŞTI,121242,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:16",1153,1150,0,2,1,659,656,0,2,1,627,32,1300,641,199,227,35,132,34
