precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL ATIA",122,CORUND,84175,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:50:20",178,172,1,1,4,91,85,1,1,4,91,0,200,109,91
21,HARGHITA,"GRĂDINIŢĂ DE COPII",119,CORUND,84175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:58:47",1366,1314,3,2,47,627,578,0,2,47,604,23,1500,873,604
21,HARGHITA,"ŞCOALA GIMNAZIALĂ CORUND",120,CORUND,84175,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:47",1388,1368,2,2,16,794,776,0,2,16,794,0,1500,706,794
21,HARGHITA,"ȘCOALA GIMNAZIALĂ CORUND",121,CORUND,84175,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:56",1437,1407,2,1,27,622,594,0,1,27,616,6,1600,978,616
21,HARGHITA,"ŞCOALA GIMNAZIALĂ FÂNTÂNA BRAZILOR",123,CORUND,84175,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:02:11",255,252,3,0,0,183,182,1,0,0,182,1,300,117,182
21,HARGHITA,"ŞCOALA GIMNAZIALĂ VALEA LUI PAVEL",124,CORUND,84175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:29:44",295,281,1,7,6,168,155,0,7,6,161,4,400,235,161
