precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
36,TELEORMAN,"CĂMIN CULTURAL SAT PURANI",331,VITĂNEŞTI,153776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:03",567,519,1,13,34,337,290,0,13,34,323,14,605,268,52,218,38,15
36,TELEORMAN,"CĂMIN CULTURAL SAT SILIŞTEA",332,VITĂNEŞTI,153776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:28",663,560,1,29,73,416,314,0,29,73,416,0,695,279,3,387,24,2
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 VITĂNEȘTI",330,VITĂNEŞTI,153776,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:52",971,840,0,53,78,673,542,0,53,78,660,13,1000,327,10,626,15,9
