precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AMARTINESEI CIPRIAN-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BENCHEA ROBERT-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AIOJOAEI CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CEZAR LUCIAN-CRISTIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CĂMIN CULTURAL - SALA II OTELENI",584,OŢELENI,98300,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:40:32",1046,1007,0,7,32,534,495,0,7,32,475,27,1100,598,138,103,213,21
24,IAŞI,"CĂMIN CULTURAL - SALA I OTELENI",583,OŢELENI,98300,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:06:19",979,947,0,4,28,532,500,0,4,28,509,23,1100,568,112,140,237,20
24,IAŞI,"SCOALA GIMNAZIALA HINDRESTI",585,OŢELENI,98300,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:21",884,864,0,7,13,408,388,0,7,13,377,31,984,576,107,40,196,34
