precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VLĂDULESCU DRAGOŞ-PARTIDUL SOCIAL DEMOCRAT-voturi","CRUCERU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARICA SILVIU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DOIŢĂ CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DUŢĂ IONEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
16,DÂMBOVIŢA,"CĂMINUL CULTURAL MOGOŞEŞTI",242,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:22",475,472,0,3,0,292,289,0,3,0,281,11,520,228,213,17,28,15,8
16,DÂMBOVIŢA,"GRĂDINIŢA GEANGOEŞTI-DRAGOMIREŞTI",241,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:08",288,281,0,7,0,150,143,0,7,0,145,5,310,160,99,10,18,14,4
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DECINDENI –DRAGOMIREŞTI",239,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:39",1033,1027,1,5,0,649,643,1,5,0,619,30,1130,481,519,31,41,19,9
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DECINDENI-DRAGOMIREŞTI",240,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:04",1058,1056,0,2,0,638,636,0,2,0,628,10,1160,522,529,36,46,7,10
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ DRAGOMIREŞTI",238,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:36",1796,1787,5,4,0,951,947,0,4,0,914,37,1959,1008,662,136,77,29,10
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",244,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:20",762,757,1,4,0,380,375,1,4,0,362,18,830,450,271,27,17,38,9
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",243,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:44",852,849,0,3,0,434,431,0,3,0,424,10,940,506,298,26,20,60,20
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ UNGURENI-DRAGOMIREŞTI",245,DRAGOMIREŞTI,67407,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:10",1088,1083,0,5,0,484,479,0,5,0,465,19,1190,706,322,35,58,28,22
