precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MURGAN ION-PARTIDUL NAȚIONAL LIBERAL-voturi","STANCA VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUŞAT GHEORGHE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ALEXANDRU COSTEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ANEXĂ PRIMĂRIE",303,MILCOIU,171469,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:03",267,225,0,15,27,175,133,0,15,27,166,9,270,95,32,24,108,2
40,VÂLCEA,"CENTRUL CULTURAL TEPŞENARI",305,MILCOIU,171469,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:20",364,313,0,47,4,276,225,0,47,4,270,6,340,64,57,49,162,2
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",304,MILCOIU,171469,4,PART,PRCNCT,P,P_SV,"2024-06-12 16:20:46",196,167,2,27,0,144,116,1,27,0,143,1,190,46,13,66,64,0
40,VÂLCEA,"PRIMĂRIA MILCOIU",302,MILCOIU,171469,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:11",310,273,1,35,1,230,193,1,35,1,226,4,310,80,68,64,86,8
