precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
25,ILFOV,"GRĂDINIȚA NR. 1 DRAGOMIREȘTI-DEAL(ȘCOALA VECHE)",223,DRAGOMIREŞTI-VALE,102605,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:27",1381,1264,4,109,4,789,676,0,109,4,699,90,1400,611,540,159
25,ILFOV,"LICEUL TEHNOLOGIC ”VINTILĂ BRĂTIANU”",221,DRAGOMIREŞTI-VALE,102605,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:56",1859,1483,3,365,8,1279,906,0,365,8,1191,88,1600,321,1003,188
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:41",1480,1357,2,102,19,857,736,0,102,19,774,83,1500,643,572,202
25,ILFOV,"ȘCOALA PRIMARĂ NR. 1",224,DRAGOMIREŞTI-VALE,102605,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:53",1033,883,1,134,15,770,621,0,134,15,743,27,1024,254,666,77
