precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILARIE CONSTANTIN-NARCIS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DARIE COSTEL-COSMIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","NICORESCU NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","SOCEA ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","SOCEA-GAFTON CONSTANTIN-PARTIDUL ROMÂNIA MARE-voturi","BAGHIU CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi","PINTILIE CORNELIU-voturi","LUPU VIOREL-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL NEGULESTI,COMUNA PIATRA SOIMULUI",359,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:02",582,577,0,5,0,264,259,0,5,0,253,11,600,336,6,15,110,5,2,11,59,45
29,NEAMŢ,"SCOALA GIMNAZIALA,COMUNA PIATRA SOIMULUI",355,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:42",1563,1543,1,18,1,659,639,1,18,1,627,32,1700,1041,50,77,216,89,71,12,48,64
29,NEAMŢ,"SCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",357,"PIATRA ŞOIMULUI",123479,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:34:31",1123,1117,2,3,1,491,487,0,3,1,473,18,1200,709,15,38,212,17,10,27,65,89
29,NEAMŢ,"ŞCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",358,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:57",986,981,0,3,2,449,444,0,3,2,433,16,1100,651,1,31,211,21,12,18,68,71
29,NEAMŢ,"SCOALA GIMNAZIALA POIENI,COMUNA PIATRA SOIMULUI",360,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:37:55",1111,1105,0,6,0,628,622,0,6,0,582,46,1200,572,11,145,280,81,14,5,24,22
29,NEAMŢ,"ŞCOALA PRIMARA,COMUNA PIATRA SOIMULUI",356,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:30",1462,1446,6,8,2,634,624,0,8,2,605,29,1600,966,29,114,194,123,69,10,21,45
