precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOROŞ NICOLAE-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BARTOK-GURZĂU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BÖLL BRIGITTE-ELFRIEDE-voturi"
32,"SATU MARE","CĂMINUL CULTURAL BOLDA",138,BELTIUG,136964,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:17",56,35,0,21,0,39,18,0,21,0,35,4,50,11,8,26,1
32,"SATU MARE","CĂMINUL CULTURAL GIUNGI",140,BELTIUG,136964,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:27",126,120,0,6,0,72,66,0,6,0,68,4,150,78,15,50,3
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:34",233,225,1,7,0,93,85,1,7,0,88,5,250,157,18,56,14
32,"SATU MARE","SCOALA GIMNAZIALA BELTIUG",137,BELTIUG,136964,3,PART,PRCNCT,P,P_SV,"2024-06-11 19:08:27",1110,1047,8,18,37,695,636,4,18,37,663,32,1175,480,74,378,211
32,"SATU MARE","ŞCOALA GIMNAZIALĂ RĂTEŞTI",141,BELTIUG,136964,2,PART,PRCNCT,P,P_SV,"2024-06-11 19:11:34",608,584,2,8,14,324,302,0,8,14,285,39,649,325,74,177,34
32,"SATU MARE","ŞCOALA PRIMARĂ GHIRIŞA",139,BELTIUG,136964,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:49",601,580,0,7,14,378,357,0,7,14,345,33,650,272,28,203,114
