precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL CORCOVA",143,CORCOVA,111275,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 23:10:05",1098,971,3,109,15,720,593,3,109,15,682,33,1063,348,445,139,25,9,15,15,34
27,MEHEDINŢI,"CĂMINUL CULTURAL JIROV",148,CORCOVA,111275,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:19:16",1278,1214,0,52,12,781,717,0,52,12,706,50,1335,579,332,252,40,6,50,6,20
27,MEHEDINŢI,"ŞCOALA GENERALĂ CERNAIA",144,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:31",428,380,0,47,1,291,243,0,47,1,283,8,419,128,206,42,13,1,4,5,12
27,MEHEDINŢI,"ŞCOALA GENERALĂ CORDUN",145,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:05:22",614,584,29,0,1,318,288,29,0,1,301,17,642,324,172,49,36,14,14,10,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ GÂRBOVĂŢU DE JOS",146,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:29",486,415,0,64,7,337,266,0,64,7,319,18,452,115,224,25,20,10,1,19,20
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STEJARU",150,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:09",477,452,0,20,5,248,223,0,20,5,215,33,506,258,139,33,16,11,7,4,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ IMOASA",147,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:28",348,316,0,25,7,272,240,0,25,7,265,7,355,83,129,108,15,0,7,1,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ MĂRU ROŞU",149,CORCOVA,111275,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:00:10",513,477,0,34,2,360,324,0,34,2,339,21,525,165,224,64,18,0,23,2,8
