precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BERIU",281,BERIU,88261,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:59",612,600,0,8,4,369,357,0,8,4,355,14,700,331,111,181,52,11
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:35:43",241,230,0,9,2,167,156,0,9,2,164,3,250,83,63,88,10,3
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂSTĂU",282,BERIU,88261,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:38:03",1139,1120,0,10,9,676,657,0,10,9,651,25,1250,574,361,203,46,41
22,HUNEDOARA,"ȘCOALA PRIMARĂ CUCUIȘ",283,BERIU,88261,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:48",117,108,0,7,2,72,63,0,7,2,72,0,120,48,56,8,3,5
22,HUNEDOARA,"ȘCOALA PRIMARĂ ORĂȘTIOARA DE JOS",284,BERIU,88261,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:54:43",290,280,0,4,6,181,171,0,4,6,175,6,320,139,86,56,27,6
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",286,BERIU,88261,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:39:05",608,592,0,6,10,370,354,0,6,10,365,5,618,248,209,40,43,73
