precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHELU DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUŢU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","VĂCARU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","BÎLEA TUDOREL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","BORŢUN ŞTEFAN-PARTIDUL OAMENILOR TINERI-voturi"
38,TULCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",66,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:28",1101,1089,4,7,1,514,506,0,7,1,502,12,1213,699,33,150,161,25,133
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",69,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:41",1314,1301,2,7,4,552,541,0,7,4,503,49,1444,892,30,180,160,41,92
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",70,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:20",903,897,0,6,0,332,326,0,6,0,311,21,993,661,18,145,79,22,47
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",65,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:44",1323,1303,1,11,8,637,618,0,11,8,615,22,1444,807,44,254,170,31,116
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",64,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:34",1195,1190,0,3,2,540,535,0,3,2,515,20,1313,778,37,204,134,41,99
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",67,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:19:42",1942,1928,4,7,3,831,821,0,7,3,793,15,2124,1316,31,326,232,46,158
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",68,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:21",729,722,0,4,3,330,323,0,4,3,320,10,809,479,20,147,99,15,39
