precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICA VICUŢA-PARTIDUL NAȚIONAL LIBERAL-voturi","MATEI VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","EREMIA CRISTIAN-ROBERT-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CUNEȘTI",147,GRĂDIŞTEA,93664,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:38:51",688,655,0,22,11,504,471,0,22,11,459,13,712,240,110,326,23
12,CĂLĂRAŞI,"ŞCOALA BOGATA",146,GRĂDIŞTEA,93664,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:20:40",500,473,0,13,14,347,320,0,13,14,330,4,538,204,75,244,11
12,CĂLĂRAŞI,"ŞCOALA VECHE",145,GRĂDIŞTEA,93664,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:18:19",1788,1738,1,34,15,1148,1099,0,34,15,1121,27,1929,781,111,957,53
12,CĂLĂRAŞI,"ŞCOALA VECHE",148,GRĂDIŞTEA,93664,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:30:46",1029,971,0,20,38,683,625,0,20,38,671,12,1101,418,333,295,43
