precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOR TEODORA-ILONA-PARTIDUL NAȚIONAL LIBERAL-voturi","NIŢĂ NELU-GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINU MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRӐDINIȚA CU PROGRAM NORMAL GURA ȘUȚII,CORPUL B",262,"GURA ŞUŢII",67648,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:02",979,954,0,1,24,648,623,0,1,24,637,11,1080,432,8,47,582
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",260,"GURA ŞUŢII",67648,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:13",876,840,1,0,35,561,525,1,0,35,554,7,970,409,5,32,517
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",261,"GURA ŞUŢII",67648,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:50:45",881,843,0,1,37,568,530,0,1,37,555,12,970,402,4,43,508
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ SPERIEȚENI",263,"GURA ŞUŢII",67648,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:34",1456,1438,1,2,15,647,630,0,2,15,627,20,1598,951,32,124,471
