precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL ROMÂNIA NOASTRĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",440,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:18:11",217,201,0,9,7,161,145,0,9,7,159,2,209,48,62,5,1,53,1,0,6,2,1,28
26,MARAMUREŞ,"CĂMINUL CULTURAL",437,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:43:44",86,74,0,10,2,68,56,0,10,2,66,2,100,32,35,3,0,13,0,2,8,2,0,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",441,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:36",349,320,0,16,13,232,203,0,16,13,227,5,330,98,12,120,14,23,25,0,28,4,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",435,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:18",262,245,0,4,13,184,167,0,4,13,178,6,300,116,17,17,15,52,0,7,49,12,7,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",439,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:17",179,172,0,5,2,131,124,0,5,2,130,1,200,61,5,12,3,25,0,16,3,66,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",438,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:51:10",40,30,0,8,2,29,19,0,8,2,29,0,50,21,5,8,0,8,1,0,4,2,0,1
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:42:38",52,42,0,8,2,43,33,0,8,2,43,0,50,7,24,2,0,11,1,2,1,2,0,0
