precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL CIUMULEȘTI",509,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:51",750,740,0,7,3,457,447,0,7,3,429,15,830,373,34,346,21,28
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NIGOTEȘTI",514,"VADU MOLDOVEI",150766,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:01:56",339,319,0,11,9,192,172,0,11,9,180,12,400,208,32,115,19,14
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR 1 VADU MOLDOVEI",507,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:46",892,858,0,6,28,555,521,0,6,28,532,23,900,345,123,346,29,34
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR 2 VADU MOLDOVEI",508,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:20",348,338,0,8,2,177,167,0,8,2,168,9,405,228,21,104,13,30
35,SUCEAVA,"ȘCOALA PRIMARĂ DUMBRĂVIȚA",510,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:19",846,830,0,10,6,426,410,0,10,6,406,20,900,474,30,266,58,52
35,SUCEAVA,"ȘCOALA PRIMARĂ IONEASA",511,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:26",291,274,0,5,12,174,157,0,5,12,166,7,320,147,8,144,7,7
35,SUCEAVA,"ȘCOALA PRIMARĂ MESTECENI",512,"VADU MOLDOVEI",150766,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:12:38",152,138,0,5,9,81,67,0,5,9,77,4,167,86,8,55,6,8
35,SUCEAVA,"ȘCOALA PRIMARĂ MOVILENI",513,"VADU MOLDOVEI",150766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:20",235,216,2,6,11,119,102,0,6,11,115,4,254,135,16,83,5,11
