precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",268,LĂDEŞTI,170685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:48:02",818,688,1,89,40,579,450,0,89,40,556,17,760,187,28,278,148,43,59
40,VÂLCEA,"ȘCOALA PRIMARĂ CHIRICEȘTI",269,LĂDEŞTI,170685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:12",407,354,0,42,11,279,226,0,42,11,271,8,390,111,59,148,35,11,18
40,VÂLCEA,"ȘCOALA PRIMARĂ GĂGENI",270,LĂDEŞTI,170685,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:04",230,189,0,32,9,163,122,0,32,9,156,7,262,99,3,82,32,30,9
40,VÂLCEA,"ȘCOALA PRIMARĂ OLTEANCA",271,LĂDEŞTI,170685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:41",90,78,0,12,0,73,61,0,12,0,60,1,90,29,3,33,18,3,3
