precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CUTT VALENTIN-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","HÎRŢAUCĂ ION-ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","HÎRŢAUCĂ VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IHNATIŞIN ION-FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL OHABA-MÂTNIC",215,COPĂCELE,52062,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:26:29",196,133,0,55,8,196,133,0,55,8,195,0,272,76,2,122,69,2
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ZORILE",217,COPĂCELE,52062,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:07:18",349,294,0,44,11,230,175,0,44,11,226,4,359,129,3,102,33,88
11,CARAŞ-SEVERIN,"ŞCOALA GENERALĂ RUGINOSU",216,COPĂCELE,52062,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:28:11",99,90,0,6,3,74,65,0,6,3,74,0,120,46,0,40,31,3
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ COPĂCELE",214,COPĂCELE,52062,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:52:56",319,277,0,32,10,198,156,0,32,10,198,0,346,148,23,100,50,25
