precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",104,"ORAŞ TISMANA",82430,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:04:31",723,715,0,4,4,463,455,0,4,4,456,7,800,337,125,230,58,43
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",105,"ORAŞ TISMANA",82430,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:33:27",1044,1034,2,5,3,661,653,0,5,3,629,32,1100,439,104,396,102,27
20,GORJ,"ȘCOALA GENERALĂ CELEI",106,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:10",714,696,3,15,0,431,415,1,15,0,420,11,800,369,66,307,37,10
20,GORJ,"ȘCOALA GENERALĂ COSTENI",107,"ORAŞ TISMANA",82430,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:55:29",881,862,1,17,1,573,554,1,17,1,547,26,900,327,66,416,57,8
20,GORJ,"ȘCOALA GENERALĂ POCRUIA",108,"ORAŞ TISMANA",82430,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:09:59",838,821,0,14,3,570,553,0,14,3,559,11,900,330,174,320,52,13
20,GORJ,"ȘCOALA GENERALĂ SOHODOL",109,"ORAŞ TISMANA",82430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:18",682,678,0,3,1,476,472,0,3,1,459,17,800,324,134,276,36,13
20,GORJ,"ȘCOALA GENERALĂ TOPEȘTI",110,"ORAŞ TISMANA",82430,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:24:50",855,839,1,10,5,517,502,0,10,5,510,7,936,419,52,252,176,30
