precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA GABRIEL-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SABĂU GLIGOR-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA EMIL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DEGĂU ALEXANDRU-SILVIU-voturi"
5,BIHOR,"BLOC PARTER",152,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:04:57",1134,1112,2,18,2,700,680,0,18,2,680,20,1263,561,393,158,77,52
5,BIHOR,"CĂMIN CULTURAL DELANI",153,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:29",272,260,0,8,4,194,182,0,8,4,192,2,300,106,128,47,5,12
5,BIHOR,"COLEGIUL TEHNIC ”IOAN CIORDAŞ”",149,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:48",1157,1112,0,8,37,693,648,0,8,37,620,28,1278,602,366,158,55,41
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT",148,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:05:26",1081,1063,0,14,4,514,496,0,14,4,499,15,1187,673,308,110,52,29
5,BIHOR,"GRĂDINIŢA ” FLOARE DE COLŢ”",151,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:26",1161,1150,4,4,3,615,606,2,4,3,591,22,1262,649,340,118,81,52
5,BIHOR,"LICEUL PEDAGOGIC",147,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:17:29",1240,1213,2,21,4,766,740,1,21,4,748,16,1389,625,474,154,78,42
5,BIHOR,"PRIMĂRIA MUNICIPIULUI BEIUŞ",146,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:15:46",1344,1318,2,22,2,790,766,0,22,2,747,43,1465,675,542,121,55,29
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE POPOVICIU”",150,"MUNICIPIUL BEIUŞ",26804,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:16:36",1437,1406,0,25,6,846,815,0,25,6,829,17,1549,703,541,154,84,50
