precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRCUŢĂ LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","IVANCIU GEORGEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","POPA GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi","TULAC GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL RĂCHITOASA",543,RĂCHITOASA,24837,3,PART,PRCNCT,P,P_SV,"2024-06-11 14:08:01",1039,981,0,20,38,562,504,0,20,38,534,28,1000,438,23,414,38,23,36
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDA",545,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:04",519,502,0,8,9,268,251,0,8,9,247,21,600,332,18,161,6,6,56
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",548,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:39",217,207,0,9,1,96,86,0,9,1,89,7,200,104,11,55,6,8,9
4,BACĂU,"ŞCOALA GIMNAZIALĂ BURDUSACI",546,RĂCHITOASA,24837,3,PART,PRCNCT,P,P_SV,"2024-06-11 14:26:52",657,642,0,8,7,337,322,0,8,7,324,13,700,363,22,254,6,7,35
4,BACĂU,"ŞCOALA PRIMARĂ BARCANA",544,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:41",507,503,0,4,0,208,204,0,4,0,188,20,600,392,4,106,12,8,58
4,BACĂU,"ȘCOALA PRIMARĂ DUMBRAVA",547,RĂCHITOASA,24837,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:46",528,522,0,4,2,243,237,0,4,2,227,16,588,345,6,190,11,5,15
