precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLĂ MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BEZNĂ MIRCEA-PARTIDUL SOCIAL DEMOCRAT-voturi","BOBOC FLORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NOVACU",239,ARGETOAIA,70744,5,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:12",231,219,0,7,5,165,153,0,7,5,158,7,300,135,4,102,52
17,DOLJ,"ȘCOALA. GIMNAZIALĂ SALCIA",241,ARGETOAIA,70744,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:22",1044,954,0,58,32,741,652,0,58,31,690,51,1000,259,13,572,105
17,DOLJ,"ȘCOALA. PRIMARĂ LEORDOASA",238,ARGETOAIA,70744,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:51",399,386,0,9,4,215,202,0,9,4,207,8,500,285,17,126,64
17,DOLJ,"ȘCOALA. PRIMARĂ PIRIA",240,ARGETOAIA,70744,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:52",277,265,1,8,3,184,173,0,8,3,174,10,300,116,4,125,45
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",237,ARGETOAIA,70744,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:22",691,661,2,22,6,418,390,0,22,6,379,39,700,282,24,274,81
17,DOLJ,"ȘCOALA PROFESIONALĂ C-TIN ARGETOAIANU",236,ARGETOAIA,70744,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:01",1116,1076,2,21,17,556,517,1,21,17,535,21,1189,633,37,331,167
