precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:14:09",1166,1134,0,26,6,807,775,0,26,6,745,10,1300,545,415,271,33,26
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.2 ULMENI",219,ULMENI,105605,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:45",1400,1380,2,9,9,678,660,0,9,9,659,18,1518,841,119,522,11,7
12,CĂLĂRAŞI,"SCOALA PRIMARA NR.3 ULMENI",220,ULMENI,105605,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:06:57",1208,1182,2,21,3,811,786,1,21,3,788,23,1300,489,504,222,31,31
