precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PANTEA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","BRICIU ALIN-PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:10:51",519,458,2,27,32,466,406,1,27,32,454,12,600,134,312,142
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:05:58",584,541,0,21,22,477,434,0,21,22,467,10,540,63,333,134
1,ALBA,"ȘCOALA PRIMARĂ CASA DE PIATRĂ",196,ARIEŞENI,2381,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:26",85,79,0,3,3,73,67,0,3,3,71,2,84,11,49,22
1,ALBA,"ȘCOALA PRIMARĂ COBLEȘ",197,ARIEŞENI,2381,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:11",194,170,0,15,9,145,121,0,15,9,139,6,190,45,87,52
