precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HURJUI ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","DENEŞ DOREL-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCA RAMONA-IOANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIRIAC NICOLAE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","HLIHOR MARCEL-PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"CĂMIN CULTURAL HOLDA",136,"ORAŞ BROŞTENI",147358,5,PART,PRCNCT,P,P_SV,"2024-06-10 11:05:57",1038,1030,1,3,4,578,571,0,3,4,571,7,1200,622,252,172,21,36,90
35,SUCEAVA,"CASĂ DE PRĂZNUIRE A PAROFIEI SFINŢII ÎMPĂRAŢI MIHAIL ŞI GAVRIL PE STIL VECHI",135,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:57",408,400,0,6,2,249,241,0,6,2,235,14,400,151,110,97,1,22,5
35,SUCEAVA,"LICEUL TEHNOLOGIC ”NICOLAI NANU” BROŞTENI",131,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:31",1402,1389,1,9,3,629,616,1,9,3,600,29,1500,871,277,259,17,39,8
35,SUCEAVA,"PRIMĂRIA BROŞTENI",130,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:16",812,803,2,6,1,475,468,0,6,1,462,13,900,425,178,198,13,68,5
35,SUCEAVA,"ŞCOALA COTÎRGAŞI NR.1",133,"ORAŞ BROŞTENI",147358,6,PART,PRCNCT,P,P_SV,"2024-06-10 19:02:10",1046,1033,0,4,9,669,656,0,4,9,651,18,1092,423,376,237,11,17,10
35,SUCEAVA,"ŞCOALA GENERALĂ DÎRMOXA",134,"ORAŞ BROŞTENI",147358,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:16",121,114,0,7,0,84,77,0,7,0,83,1,127,43,59,18,2,4,0
35,SUCEAVA,"SPITAL MEDICO SOCIAL CARMEN SYLVA",132,"ORAŞ BROŞTENI",147358,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:21",428,420,0,7,1,227,219,0,7,1,215,12,500,273,60,120,7,19,9
