precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:45",243,212,0,23,8,243,212,0,23,8,239,4,350,107,55,18,105,61
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:06",253,240,0,9,4,202,189,0,9,4,191,11,294,92,34,17,100,40
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:03:59",1746,1671,10,32,33,1138,1070,3,32,33,1050,16,1800,734,362,190,337,161
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:50:26",1475,1424,1,38,12,837,786,1,38,12,799,22,1600,779,260,129,252,158
22,HUNEDOARA,"PRIMĂRIA ORAŞULUI HAŢEG",214,"ORAŞ HAŢEG",87576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:55:32",1485,1429,1,39,16,942,887,0,39,16,912,28,1600,660,357,168,249,138
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”ARON DENSUȘIANU”, HAȚEG",216,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:49",1601,1546,0,49,6,927,872,0,49,6,896,31,1698,771,313,201,187,195
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”OVID DENSUȘIANU”, HAȚEG",215,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:51:50",1517,1485,2,19,11,878,848,0,19,11,839,39,1600,722,293,156,212,178
22,HUNEDOARA,"ŞCOALA PRIMARĂ NĂLAŢVAD",219,"ORAŞ HAŢEG",87576,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:27:43",352,336,0,11,5,231,215,0,11,5,223,8,389,158,69,30,92,32
