precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"ŞCOALA GENERALĂ HUREZANI",227,HUREZANI,80506,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:16:20",1165,1101,0,48,16,703,639,0,48,16,677,26,1200,497,33,38,214,338,54
20,GORJ,"ŞCOALA PRIMARĂ PLOPU",228,HUREZANI,80506,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:30:36",148,129,0,13,6,89,70,0,13,6,88,1,178,89,6,14,9,55,4
