precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGDAN ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GAVRILĂ ION-IULIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NACEA DUMITRU-POMPILIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","BÎZÎC ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GLUGĂ CONSTANTIN-FORȚA DREPTEI-voturi","MĂNAFU MARIAN-VALENTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",111,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:54",173,163,0,8,2,121,111,0,8,2,121,0,180,59,20,17,5,78,0,1
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:21",1052,1043,1,3,5,718,709,1,3,5,709,9,1160,442,106,73,19,506,4,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT TĂTĂRANI, ORAȘ BĂBENI",112,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:29",472,461,1,7,3,273,263,0,7,3,272,1,510,237,70,25,5,161,5,6
40,VÂLCEA,"LICEUL ”GEORGE ŢĂRNEA”, ORAȘ BĂBENI",108,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:00:27",993,987,2,4,0,506,505,0,1,0,490,16,1100,594,141,54,19,262,12,2
40,VÂLCEA,"PRIMĂRIA ORAŞULUI BĂBENI",107,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:41:10",1721,1689,2,22,8,983,953,0,22,8,924,59,1870,887,287,222,61,317,29,8
40,VÂLCEA,"S.C. ALFA FARM S.R.L.",109,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:58:32",787,781,0,6,0,467,461,0,6,0,462,5,860,393,90,36,6,325,5,0
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",114,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:57",1391,1380,2,7,2,590,581,0,7,2,541,49,1530,940,188,96,6,211,35,5
40,VÂLCEA,"ŞCOALA PIMARĂ, SAT VALEA MARE, ORAȘ BĂBENI",113,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:04:58",817,807,1,7,2,359,350,0,7,2,309,50,890,531,100,34,18,142,11,4
