precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL CAPU CODRULUI",420,PĂLTINOASA,149753,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:24",918,897,0,6,15,508,487,0,6,15,494,14,1010,502,326,93,30,45
35,SUCEAVA,"CĂMINUL CULTURAL PĂLTINOASA",418,PĂLTINOASA,149753,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:55:34",1231,1213,1,1,16,711,694,0,1,16,682,29,1342,631,425,196,37,24
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ BOGDAN VODĂ CAPU CODRULUI",421,PĂLTINOASA,149753,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:41:26",1269,1260,0,5,4,752,743,0,5,4,671,81,1400,648,462,148,41,20
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ PĂLTINOASA",419,PĂLTINOASA,149753,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:16:31",1329,1306,2,8,13,858,837,0,8,13,830,28,1443,585,441,336,33,20
