precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SZÉKELY LADISLAU-PARTIDUL NAȚIONAL LIBERAL-voturi","BÉRES JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”BELLE JOZSEF”",451,MICA,118209,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:45",723,697,1,7,18,454,428,1,7,18,414,40,787,333,12,402
28,MUREŞ,"ȘCOALA GIMNAZIALĂ DEAJ",452,MICA,118209,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:28",1230,1203,1,5,21,585,559,0,5,21,542,43,1345,760,13,529
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HĂRĂNGLAB",453,MICA,118209,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:24:41",640,631,0,5,4,340,331,0,5,4,318,22,700,338,37,281
28,MUREŞ,"ȘCOALA PRIMARĂ",450,MICA,118209,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:14:24",236,225,1,6,4,118,108,0,6,4,106,12,251,133,14,92
28,MUREŞ,"ȘCOALA PRIMARĂ MICA",449,MICA,118209,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:41",555,542,0,2,11,261,248,0,2,11,258,3,620,359,65,193
28,MUREŞ,"ȘCOALA PRIMARĂ ȘOMOȘTELNIC",454,MICA,118209,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:51",181,177,0,2,2,86,82,0,2,2,79,7,200,114,18,61
