precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 RĂUCEŞTI",381,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:23",749,740,0,1,8,429,420,0,1,8,418,11,800,371,136,55,40,83,7,0,97
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI",382,RĂUCEŞTI,123914,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:48:55",1613,1570,1,14,28,914,871,1,14,28,891,13,1700,782,432,49,137,229,19,2,23
29,NEAMŢ,"LICEUL TEHNOLOGIC OGLINZI (GRĂDINIŢA NR. 1- CORP C)",384,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:54",917,897,0,9,11,513,493,0,9,11,492,21,1000,487,390,7,18,66,7,0,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1 RĂUCEŞTI",379,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:43",1267,1249,1,1,16,712,695,0,1,16,690,22,1400,688,298,115,29,170,19,4,55
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 2 ”MIHAIL KOGĂLNICEANU” RĂUCEŞTI",380,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:41",524,501,0,3,20,299,276,0,3,20,291,8,600,301,132,28,23,77,1,0,30
29,NEAMŢ,"ŞCOALA PRIMARĂ NR. 2 OGLINZI",383,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:56",935,909,0,18,8,535,509,0,18,8,512,23,1000,465,269,16,79,122,12,2,12
29,NEAMŢ,"ŞCOALA SĂVEŞTI",385,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:01",345,331,0,2,12,197,183,0,2,12,192,5,400,203,148,5,5,30,3,0,1
29,NEAMŢ,"ŞCOALA UNGHENI",386,RĂUCEŞTI,123914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:10",417,412,0,5,0,240,235,0,5,0,233,7,500,260,141,10,11,46,9,0,16
