precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LINTAS NICOLAE-voturi"
9,BRĂILA,"SCOALA CU CLASELE I-IV PIETROIU",272,VĂDENI,44391,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:52",451,440,0,9,2,277,267,0,8,2,266,10,539,263,142,103,16,5
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALDOVINESTI",271,VĂDENI,44391,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:22",972,966,0,1,5,487,481,0,1,5,475,12,1043,556,345,60,57,13
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII VADENI -SALA A",269,VĂDENI,44391,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:25",909,899,0,1,9,516,506,0,1,9,502,14,973,457,312,140,34,16
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII-VADENI-SALA B",270,VĂDENI,44391,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:32",939,931,1,5,2,526,519,0,5,2,504,22,1021,495,289,157,39,19
