precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HUŞTIU IONICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRUGAN ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ARITON SORIN-SAVA-UNIUNEA SALVAȚI ROMÂNIA-voturi","GHEONEA PETRICĂ-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GRADEA ION-FORȚA DREPTEI-voturi","CURTEANU IONETA-PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CENTRU COMUNITAR INTEGRAT DE SERVICII SOCIALE, MEDICALE SI CONEXE",280,CUDALBI,76157,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:58:00",1814,1761,0,16,37,933,880,0,16,37,888,45,1944,1011,49,349,20,441,22,7
18,GALAŢI,"LICEUL TEHNOLOGIC NR.1",283,CUDALBI,76157,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:04",1598,1557,0,18,23,866,825,0,18,23,841,24,1722,857,33,316,23,444,20,5
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",282,CUDALBI,76157,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:26:22",1258,1221,0,22,15,632,595,0,22,15,624,8,1345,713,26,237,24,317,17,3
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",281,CUDALBI,76157,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:00:30",1494,1439,0,31,24,805,750,0,31,24,769,33,1577,775,31,306,33,352,46,1
