county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PARTIDUL IALOMIȚENILOR-voturi","PARTIDUL IALOMIȚENILOR-mandate-faza-1","PARTIDUL IALOMIȚENILOR-mandate-faza-2","IORDACHE DIANA-IZABELA-voturi","IORDACHE DIANA-IZABELA-mandate-faza-1","IORDACHE DIANA-IZABELA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALEXE EMIL-voturi","ALEXE EMIL-mandate-faza-1","ALEXE EMIL-mandate-faza-2","DOLETE ANGELICA-ANA-voturi","DOLETE ANGELICA-ANA-mandate-faza-1","DOLETE ANGELICA-ANA-mandate-faza-2","NACHE ARISTIDE-voturi","NACHE ARISTIDE-mandate-faza-1","NACHE ARISTIDE-mandate-faza-2","PARTIDUL VOLT ROMANIA-voturi","PARTIDUL VOLT ROMANIA-mandate-faza-1","PARTIDUL VOLT ROMANIA-mandate-faza-2","PARTIDUL PATRIOȚILOR QANON-voturi","PARTIDUL PATRIOȚILOR QANON-mandate-faza-1","PARTIDUL PATRIOȚILOR QANON-mandate-faza-2","BOCIOAGĂ IULIU-CIPRIAN-voturi","BOCIOAGĂ IULIU-CIPRIAN-mandate-faza-1","BOCIOAGĂ IULIU-CIPRIAN-mandate-faza-2","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-1","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-2","SANDU DORINA-voturi","SANDU DORINA-mandate-faza-1","SANDU DORINA-mandate-faza-2","GHIORGHIŞOR IONEL-voturi","GHIORGHIŞOR IONEL-mandate-faza-1","GHIORGHIŞOR IONEL-mandate-faza-2","GRESIANU DANIEL-IONUŢ-voturi","GRESIANU DANIEL-IONUŢ-mandate-faza-1","GRESIANU DANIEL-IONUŢ-mandate-faza-2","CĂLIN DOBRIN-voturi","CĂLIN DOBRIN-mandate-faza-1","CĂLIN DOBRIN-mandate-faza-2"
23,IALOMIŢA,ADÂNCATA,100754,2,FINAL,UAT,CL,CL_CE,"2024-06-20 11:40:35",1959,1823,0,99,37,1375,1239,0,99,37,1343,32,2052,677,67,94,107,122,128,1,0,794,6,1,421,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,ALBEŞTI,92783,2,FINAL,UAT,CL,CL_CE,"2024-06-14 17:33:08",912,866,0,4,42,581,535,0,4,42,548,33,1000,419,27,38,43,60,0,0,0,483,8,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,ALEXENI,100852,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:32:09",1903,1750,1,53,99,1348,1196,0,53,99,1315,33,2029,681,65,92,105,118,0,0,0,644,5,0,657,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,ANDRĂŞEŞTI,92872,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:41:03",1678,1614,3,30,31,1007,946,0,30,31,952,52,1809,805,47,66,76,76,104,1,0,301,3,1,433,5,1,70,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,ARMĂŞEŞTI,100870,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:29:34",1684,1649,0,35,0,908,873,0,35,0,875,33,1813,905,43,61,70,77,72,0,1,649,8,0,18,0,0,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,AXINTELE,100923,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:16:19",1715,1695,0,16,4,1087,1070,0,16,1,1015,72,1834,747,50,71,81,88,202,2,0,523,5,1,154,1,1,92,1,0,0,0,0,25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BALACIU,92907,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:43:46",1155,1089,0,18,48,713,647,0,18,48,664,49,1254,541,33,46,53,73,73,1,0,290,3,1,170,2,0,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BĂRBULEŞTI,180064,1,FINAL,UAT,CL,CL_CE,"2024-06-10 03:53:31",4627,4627,0,0,0,1225,1225,0,0,0,1197,28,5095,3870,59,83,95,79,0,0,0,1197,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BĂRCĂNEŞTI,101056,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:51:56",2656,2593,2,50,11,1728,1666,1,50,11,1648,80,2869,1141,82,115,131,126,85,0,1,982,7,1,421,3,0,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BORĂNEŞTI,179784,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:23:33",1854,1817,0,22,15,1283,1246,0,22,15,1239,44,2027,744,61,86,99,112,99,0,1,239,2,0,712,6,0,189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BORDUŞANI,92989,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:24:14",3901,3865,4,21,11,1652,1620,0,21,11,1581,71,4273,2621,79,110,126,121,295,2,0,1286,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BUCU,93021,2,FINAL,UAT,CL,CL_CE,"2024-06-12 17:37:19",2009,1984,2,4,19,1110,1087,0,4,19,1080,30,2203,1093,54,75,86,97,69,0,1,609,6,0,194,2,0,131,1,0,0,0,0,0,0,0,0,0,0,67,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,BUEŞTI,179793,1,FINAL,UAT,CL,CL_CE,"2024-06-10 02:34:45",803,753,0,21,29,579,529,0,21,29,573,6,859,280,28,40,45,63,0,0,0,573,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,CIOCÂRLIA,100709,2,FINAL,UAT,CL,CL_CE,"2024-06-20 11:14:57",624,578,0,28,18,415,369,0,28,18,408,7,661,246,20,28,32,45,0,0,0,323,7,0,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,CIOCHINA,93101,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:32:36",2410,2313,3,90,4,1637,1543,0,90,4,1581,40,2528,894,79,110,126,139,51,0,0,620,4,0,789,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,CIULNIŢA,93156,2,FINAL,UAT,CL,CL_CE,"2024-06-13 20:46:37",2016,1968,2,40,6,1275,1229,0,40,6,1238,37,2154,879,61,86,99,107,91,0,1,595,5,0,501,4,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,COCORA,93209,2,FINAL,UAT,CL,CL_CE,"2024-06-13 18:39:47",1562,1505,1,11,45,1080,1024,0,11,45,1058,22,1702,622,52,74,84,96,0,0,0,784,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,COLELIA,179971,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:37:08",849,778,1,2,68,523,453,0,2,68,511,12,934,411,25,35,40,56,0,0,0,511,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,COSÂMBEŞTI,93236,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:17:16",1551,1495,2,25,29,1021,966,1,25,29,997,24,1672,651,49,69,79,90,73,0,1,403,4,0,319,3,1,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,COŞERENI,102240,2,FINAL,UAT,CL,CL_CE,"2024-06-14 15:12:51",3524,3463,1,35,25,2438,2378,0,35,25,2369,69,3828,1390,118,165,189,163,162,0,1,898,5,1,655,4,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,405,2,0,0,0,0,0,0,0,29,0,0,83,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,DRĂGOEŞTI,102641,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:27:46",768,693,0,50,25,582,507,0,50,25,562,20,789,207,28,39,44,61,68,1,0,427,7,0,13,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,DRIDU,102703,2,FINAL,UAT,CL,CL_CE,"2024-06-14 12:57:15",2592,2544,1,46,1,1556,1509,0,46,1,1488,68,2791,1235,74,104,119,135,150,1,0,1259,9,0,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,FĂCĂENI,93575,2,FINAL,UAT,CL,CL_CE,"2024-06-14 11:39:05",4177,4087,4,37,49,2239,2152,1,37,49,2167,72,4567,2328,108,151,173,140,1077,7,1,810,5,1,53,0,0,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,GÂRBOVI,103283,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:29:57",2986,2877,3,84,22,1770,1664,0,84,22,1714,56,3184,1414,85,119,137,128,114,0,1,382,2,1,209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,7,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"GHEORGHE DOJA",93600,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:11:32",2075,1974,0,8,93,1239,1138,0,8,93,1201,38,2288,1049,60,84,96,109,0,0,0,1013,9,0,188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"GHEORGHE LAZĂR",93628,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:58:39",1784,1701,7,11,65,1054,976,2,11,65,1011,43,1958,904,50,70,80,91,0,0,0,886,9,1,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,GIURGENI,93646,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:05:48",1089,1020,0,5,64,737,668,0,5,64,718,19,1189,452,35,50,57,79,58,0,0,465,5,1,137,1,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,GRINDU,93717,2,FINAL,UAT,CL,CL_CE,"2024-06-14 19:00:40",1477,1433,5,35,4,998,958,1,35,4,956,42,1588,590,47,66,76,85,0,0,0,677,7,1,258,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,GRIVIŢA,93735,2,FINAL,UAT,CL,CL_CE,"2024-06-14 08:55:35",2545,2412,2,24,107,1585,1454,0,24,107,1529,56,2775,1190,76,107,122,139,0,0,0,349,2,1,883,6,0,297,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"GURA IALOMIŢEI",180046,2,FINAL,UAT,CL,CL_CE,"2024-06-14 15:02:21",2014,2004,2,6,2,1335,1326,1,6,2,1290,45,2164,829,64,90,103,108,437,4,0,426,3,1,329,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"ION ROATĂ",103862,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:04:04",2803,2776,2,16,9,1604,1579,0,16,9,1467,137,3077,1473,73,102,117,112,256,2,0,261,2,0,221,1,1,185,1,1,0,0,0,544,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,JILAVELE,103960,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:11:37",2586,2513,2,26,45,1608,1536,1,26,45,1538,70,2809,1201,76,107,123,118,0,0,0,943,7,1,493,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MAIA,179800,2,FINAL,UAT,CL,CL_CE,"2024-06-14 14:56:34",1371,1194,0,113,64,1075,898,0,113,64,1045,30,1385,310,52,73,83,95,0,0,0,907,9,1,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MANASIA,100736,3,FINAL,UAT,CL,CL_CE,"2024-06-20 12:28:43",3674,3636,3,33,2,1981,1946,0,33,2,1910,71,4007,2026,95,133,152,143,204,1,0,717,5,0,189,1,0,541,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MĂRCULEŞTI,179980,1,FINAL,UAT,CL,CL_CE,"2024-06-11 11:49:41",1313,1260,1,22,30,838,786,0,22,30,806,32,1421,583,40,56,64,71,147,2,0,450,6,0,189,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"MIHAIL KOGĂLNICEANU",93995,2,FINAL,UAT,CL,CL_CE,"2024-06-14 09:12:20",2587,2518,4,19,46,1689,1622,2,19,46,1649,40,2834,1145,82,115,131,121,0,0,0,756,6,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,64,0,0,88,0,1,0,0,0,0,0,0,0,0,0,476,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MILOŞEŞTI,94045,2,FINAL,UAT,CL,CL_CE,"2024-06-14 10:42:24",1935,1853,0,4,78,1166,1084,0,4,78,1120,46,2121,954,56,78,89,101,0,0,0,889,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MOLDOVENI,179999,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:01:38",948,814,0,111,23,689,555,0,111,23,671,18,914,225,33,46,53,74,115,1,1,520,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MOVILA,94081,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:00:45",1517,1467,2,3,45,814,767,0,3,44,795,19,1413,599,39,55,63,72,82,1,0,433,6,0,179,2,1,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,MOVILIŢA,104270,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:38:28",1975,1934,5,31,5,1360,1323,1,31,5,1300,60,2140,780,65,91,104,118,251,2,0,605,5,0,336,2,1,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"MUNICIPIUL FETEŞTI",92701,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:24:48",26721,26513,6,173,29,10953,10750,1,173,29,10529,424,29254,18298,526,737,842,485,827,1,1,7083,14,0,1319,2,1,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,151,0,0,0,0,0,427,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"MUNICIPIUL SLOBOZIA",92658,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:00:01",41158,40826,47,255,30,18459,18173,1,255,30,17880,557,45270,26822,894,1251,1430,843,1795,2,0,7583,8,1,5183,6,0,1461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,IALOMIŢA,"MUNICIPIUL URZICENI",100683,3,FINAL,UAT,CL,CL_CE,"2024-06-14 19:24:12",13047,12964,6,71,6,6305,6228,0,71,6,6074,231,14528,8223,303,425,485,357,458,1,0,2268,6,1,2105,5,1,821,2,0,0,0,0,0,0,0,0,0,0,422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
