precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIU MIRCEA-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NECŞUŢU ILIE-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUDICĂ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","SANDU ADRIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","OPREA MIRCEA-FORȚA DREPTEI-voturi"
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:50",1003,949,0,23,31,645,591,0,23,31,628,17,1074,429,12,180,331,71,34
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:50:01",1243,1202,0,20,21,817,776,0,20,21,807,10,1340,523,26,263,378,38,102
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:03",889,859,0,6,24,592,562,0,6,24,582,10,970,378,18,308,225,21,10
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:25",733,695,0,19,19,481,443,0,19,19,471,10,785,304,5,280,163,16,7
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:24",1014,991,0,10,13,715,692,0,10,13,703,12,1105,390,4,581,57,3,58
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:31:16",835,808,1,12,14,625,599,0,12,14,600,25,905,280,5,507,68,0,20
