precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOROLEANU OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","AROŞCULESEI CRISTINEL-LEONARD-PARTIDUL SOCIAL DEMOCRAT-voturi","BELDEA PUIU-CONSTANTIN-voturi"
7,BOTOŞANI,"FOST MAGAZIN SATESC",299,MANOLEASA,37958,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:25:00",232,220,0,12,0,61,49,0,12,0,60,1,250,189,0,57,3
7,BOTOŞANI,"SCOALA FLONDORA",298,MANOLEASA,37958,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:29",685,681,0,4,0,201,197,0,4,0,197,4,700,499,8,167,22
7,BOTOŞANI,"SCOALA LIVENI",300,MANOLEASA,37958,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:55",565,558,2,5,0,226,221,0,5,0,220,6,600,374,9,156,55
7,BOTOŞANI,"SCOALA LOTURI",301,MANOLEASA,37958,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:19",162,155,0,7,0,78,71,0,7,0,75,3,200,122,4,62,9
7,BOTOŞANI,"SCOALA MANOLEASA",297,MANOLEASA,37958,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:03:38",523,514,1,0,8,251,242,1,0,8,234,8,550,308,10,199,25
7,BOTOŞANI,"SCOALA SADOVENI",302,MANOLEASA,37958,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:41:17",365,354,0,6,5,245,234,0,6,5,237,8,400,155,3,230,4
7,BOTOŞANI,"SCOALA ZAHORENI",303,MANOLEASA,37958,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:02:22",538,531,0,6,1,263,256,0,6,1,249,7,546,247,7,204,38
