precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
13,CLUJ,"CENTRUL CULTURAL ICLOD",507,ICLOD,58142,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:05",1593,1587,1,5,0,706,701,0,5,0,664,42,1764,1058,65,285,240,31,43
13,CLUJ,"SCOALA DIN FUNDATURA",508,ICLOD,58142,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:59",576,564,3,9,0,283,274,0,9,0,275,8,625,342,18,148,83,5,21
13,CLUJ,"SCOALA DIN LIVADA",509,ICLOD,58142,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:57:46",904,894,2,4,4,386,378,0,4,4,372,14,998,612,24,144,144,17,43
13,CLUJ,"SCOALA DIN ORMAN",510,ICLOD,58142,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:21",410,394,0,7,9,193,177,0,7,9,182,11,442,249,11,51,107,10,3
