precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BOGDAN MIOARA-voturi"
34,SIBIU,"CĂMINUL CULTURAL RĂȘINARI",333,RĂŞINARI,143520,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:26:57",1405,1389,3,9,4,845,832,0,9,4,824,21,1550,705,384,241,54,33,28,84
34,SIBIU,"ŞCOALA GIMNAZIALĂ OCTAVIAN GOGA RĂŞINARI",331,RĂŞINARI,143520,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:11:19",1526,1515,5,4,2,825,817,2,4,2,792,33,1664,839,369,242,63,70,28,20
34,SIBIU,"ŞCOALA GIMNAZIALĂ SAVA POPOVICI BARCIANU RĂŞINARI",332,RĂŞINARI,143520,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:12",1474,1468,0,5,1,791,785,0,5,1,768,23,1600,809,439,171,56,25,39,38
