precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"ŞCOALA GENERALĂ",668,SIREŢEL,99101,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:19:23",1091,1087,0,4,0,559,555,0,4,0,533,26,1200,641,338,96,24,65,9,1
24,IAŞI,"ŞCOALA GENERALĂ",667,SIREŢEL,99101,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:43",995,992,0,3,0,497,494,0,3,0,487,10,1075,578,322,71,6,83,3,2
24,IAŞI,"ŞCOALA GENERALĂ HUMOSU",669,SIREŢEL,99101,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:44:56",653,645,0,7,1,382,374,0,7,1,362,20,700,318,318,25,4,11,2,2
24,IAŞI,"ŞCOALA GENERALĂ SLOBOZIA",670,SIREŢEL,99101,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:42",694,685,0,5,4,426,417,0,5,4,415,11,700,274,317,38,3,37,20,0
