precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMINUL CULTURAL SAT FURTUNEŞTI",255,"GURA TEGHII",47079,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:40",714,699,0,5,10,462,447,0,5,10,436,26,780,318,142,99,92,103
10,BUZĂU,"CAMINUL CULTURAL SATUL GURA TEGHII",254,"GURA TEGHII",47079,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:12:04",1080,1050,2,11,17,741,713,0,11,17,720,21,1180,439,254,195,148,123
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PĂLTINIŞ",256,"GURA TEGHII",47079,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:46",477,456,1,10,10,350,329,1,10,10,336,14,510,160,85,131,97,23
10,BUZĂU,"ŞCOALA PRIMARĂ VARLAAM",257,"GURA TEGHII",47079,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:25",428,410,2,9,7,266,250,0,9,7,260,6,466,200,122,40,74,24
