precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ MOŞNA",571,MOŞNA,98202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:28",1260,1260,0,0,0,141,141,0,0,0,136,5,1400,1259,9,89,4,12,21,1
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",575,MOŞNA,98202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:49",1410,1407,0,1,2,54,51,0,1,2,51,3,1600,1546,1,38,1,4,7,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",573,MOŞNA,98202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:16",1204,1201,0,0,3,246,243,0,0,3,238,8,1300,1054,4,154,7,42,29,2
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",574,MOŞNA,98202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:19:31",1132,1131,0,1,0,2,1,0,1,0,2,0,1300,1298,1,1,0,0,0,0
24,IAŞI,"ȘCOALA GIMNAZIALĂ MOȘNA",572,MOŞNA,98202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:01",1217,1212,0,1,4,333,328,0,1,4,298,35,1300,967,26,167,16,63,18,8
