precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","AFTER SCHOOL, MARTINESTI NR. 51",246,ODOREU,138280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:14:40",1035,1022,4,8,1,567,557,1,8,1,558,9,1200,633,19,91,179,192,7,47,8,15
32,"SATU MARE","ASOCIAŢIA CARITAS SATU MARE CANTRUL SOCIAL DESCHIS LA CASA PRIETENIEI",3,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:31",1005,992,2,10,1,439,427,1,10,1,430,9,1100,661,30,87,85,170,7,31,4,16
32,"SATU MARE","ASOCIAŢIA JUDEŢEANĂ DE FOTBAL ( ŞC. NR.15 )",46,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:17",1951,1917,12,10,12,1942,1917,3,10,12,1080,17,2100,1003,39,101,105,747,13,55,9,11
32,"SATU MARE","BIBLIOTECA ARDUD",90,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:54",1606,1599,0,6,1,708,701,0,6,1,601,107,1711,1002,137,61,152,200,3,18,8,22
32,"SATU MARE","BOINESTI SCOALA GENERALA",147,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:40:57",1465,1429,0,26,10,733,697,0,26,10,651,82,1572,839,210,129,159,4,10,73,13,53
32,"SATU MARE","CAMIN CULTURAL",270,POMI,138618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:11",121,110,0,8,3,87,76,0,8,3,83,4,130,43,5,35,6,1,34,2,0,0
32,"SATU MARE","CAMIN CULTURAL",172,CEHAL,137363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:40",486,473,2,7,4,336,323,2,7,4,314,22,501,165,9,43,16,233,0,7,2,4
32,"SATU MARE","CAMIN CULTURAL",120,ACÂŞ,136713,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:18:32",1572,1554,3,8,7,869,854,0,8,7,729,135,1663,794,30,117,138,413,5,8,15,3
32,"SATU MARE","CAMIN CULTURAL",269,POMI,138618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:54:34",83,66,0,13,4,78,61,0,13,4,60,1,96,35,3,36,11,0,3,4,0,3
32,"SATU MARE","CAMIN CULTURAL ATEA",199,DOROLŢ,137675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:00",317,305,0,2,10,209,197,0,2,10,185,24,350,141,3,12,0,169,0,0,1,0
32,"SATU MARE","CĂMIN CULTURAL BABȚA",151,BOGDAND,137130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:02",526,478,0,22,26,351,303,0,22,26,319,32,561,210,42,88,123,6,57,3,0,0
32,"SATU MARE","CĂMIN CULTURAL BERCU",221,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:50",500,486,0,1,13,296,282,0,1,13,287,9,550,254,2,6,2,274,1,2,0,0
32,"SATU MARE","CĂMIN CULTURAL BORLEŞTI",271,POMI,138618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:45",679,619,1,47,12,426,366,1,47,12,403,23,680,254,27,287,60,1,7,9,10,2
32,"SATU MARE","CĂMIN CULTURAL CHILIA",215,HOMOROADE,137899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:37:02",191,167,0,16,8,119,95,0,16,8,114,5,200,81,10,62,31,3,1,3,2,2
32,"SATU MARE","CĂMIN CULTURAL CIONCHEŞTI",338,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:37",308,295,0,5,8,196,183,0,5,8,187,9,243,47,23,45,73,28,0,12,4,2
32,"SATU MARE","CĂMIN CULTURAL COMLĂUȘA",133,BĂTARCI,136919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:06",872,863,2,2,5,365,358,0,2,5,324,41,937,572,38,107,139,3,1,3,7,26
32,"SATU MARE","CĂMIN CULTURAL COROD",190,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:48",414,405,0,6,3,240,231,0,6,3,227,13,451,211,15,64,30,111,1,2,1,3
32,"SATU MARE","CĂMIN CULTURAL DACIA",195,DOBA,137611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:25",146,134,0,6,6,110,98,0,6,6,101,9,160,50,12,47,27,0,0,7,4,4
32,"SATU MARE","CĂMIN CULTURAL GHERȚA MICĂ",204,"GHERŢA MICĂ",137746,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:17",1340,1318,0,9,13,515,493,0,9,13,479,36,1453,934,60,222,134,1,2,10,3,47
32,"SATU MARE","CĂMIN CULTURAL HOMORODU DE JOS",216,HOMOROADE,137899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:40",303,292,0,5,6,151,140,0,5,6,144,7,320,169,14,66,38,10,1,12,2,1
32,"SATU MARE","CĂMIN CULTURAL NECOPOI",217,HOMOROADE,137899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:10:50",178,162,0,8,8,108,92,0,8,8,104,4,190,82,5,51,25,7,3,11,1,1
32,"SATU MARE","CĂMIN CULTURAL NOROIENI",223,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:35:59",328,328,0,0,0,149,149,0,0,0,143,6,400,251,18,33,11,73,0,4,2,2
32,"SATU MARE","CAMIN CULTURAL NOU",219,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:12",1467,1452,1,4,10,840,826,0,4,10,824,16,1600,760,24,71,42,648,10,12,7,10
32,"SATU MARE","CĂMIN CULTURAL PĂULEȘTI",254,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:23",1751,1705,11,33,2,1057,1020,2,33,2,990,11,1917,916,38,170,359,311,17,62,18,15
32,"SATU MARE","CAMIN CULTURAL PETEA",201,DOROLŢ,137675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:14:52",368,360,1,0,7,211,204,0,0,7,178,33,410,199,7,17,6,146,1,0,1,0
32,"SATU MARE","CĂMIN CULTURAL POMI",268,POMI,138618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:16",737,685,2,23,27,490,439,1,23,27,452,38,750,260,37,214,97,12,35,23,19,15
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:27",352,343,0,6,3,205,196,0,6,3,198,7,385,180,21,63,79,21,3,6,2,3
32,"SATU MARE","CĂMIN CULTURAL SAT HOREA",279,SANISLĂU,138663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:33",128,114,0,9,5,75,61,0,9,5,63,4,136,69,0,11,36,4,1,7,4,0
32,"SATU MARE","CĂMIN CULTURAL SAT MARNA NOUĂ",280,SANISLĂU,138663,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:36",286,278,1,7,0,173,165,1,7,0,168,5,330,157,20,24,100,6,1,7,8,2
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:01",322,306,0,12,4,206,190,0,12,4,191,15,344,138,33,45,85,1,6,7,2,12
32,"SATU MARE","CĂMIN CULTURAL SECHEREȘA",300,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:12:37",56,50,0,6,0,33,27,0,6,0,27,6,100,67,2,5,4,16,0,0,0,0
32,"SATU MARE","CAMIN CULTURAL SOCONZEL",293,SOCOND,138869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:05",286,229,0,30,27,213,156,0,30,27,209,4,259,46,17,71,106,4,1,5,2,3
32,"SATU MARE","CĂMIN CULTURAL SOLDUBA",218,HOMOROADE,137899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:02",219,194,0,16,9,138,113,0,16,9,130,8,231,93,31,56,26,4,4,6,1,2
32,"SATU MARE","CĂMIN CULTURAL TĂMĂŞENI",134,BĂTARCI,136919,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:20",332,311,1,9,11,225,204,1,9,11,213,12,400,175,4,23,6,179,0,0,0,1
32,"SATU MARE","CĂMIN CULTURAL TRAIAN",197,DOBA,137611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:23:14",172,165,0,5,2,96,89,0,5,2,93,3,180,84,7,41,33,3,0,4,5,0
32,"SATU MARE","CAMIN CULTURAL URZICENI",323,URZICENI,139250,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:53",1093,1055,3,4,31,684,648,1,4,31,649,35,1200,516,17,45,8,566,0,6,2,5
32,"SATU MARE","CĂMIN CULTURAL URZICENI PĂDURE",324,URZICENI,139250,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:59",158,147,2,5,4,97,88,0,5,4,79,18,165,68,6,8,14,49,0,1,1,0
32,"SATU MARE","CAMINUL CULTURAL",237,MOFTIN,138208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:48",1059,1030,3,12,14,638,612,0,12,14,615,23,1400,762,41,363,51,126,3,13,15,3
32,"SATU MARE","CAMINUL CULTURAL",196,DOBA,137611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:31",447,428,0,13,6,251,239,0,6,6,234,17,470,219,69,55,71,14,2,14,9,0
32,"SATU MARE","CĂMINUL CULTURAL",170,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:03",134,124,0,7,3,95,85,0,7,3,90,5,140,45,6,14,61,4,1,2,2,0
32,"SATU MARE","CĂMINUL CULTURAL",179,CIUMEŞTI,179882,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:55",1127,1105,2,4,16,679,659,0,4,16,613,46,1219,560,29,53,9,512,0,6,3,1
32,"SATU MARE","CĂMINUL CULTURAL",167,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:39:28",108,98,0,10,0,58,48,0,10,0,55,3,110,52,6,15,8,21,1,2,2,0
32,"SATU MARE","CĂMINUL CULTURAL",168,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:38",1036,1009,1,3,23,671,645,0,3,23,639,32,1101,430,9,85,58,450,1,9,4,23
32,"SATU MARE","CĂMINUL CULTURAL AMAȚI",255,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:42",953,940,0,12,1,498,485,0,12,1,477,21,1001,503,28,71,245,97,7,12,12,5
32,"SATU MARE","CĂMINUL CULTURAL BABA NOVAC",93,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:38",477,466,1,10,0,224,214,0,10,0,214,10,567,343,16,56,88,12,5,17,8,12
32,"SATU MARE","CĂMINUL CULTURAL BOCICĂU",303,"TARNA MARE",139009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:47",496,474,0,8,14,231,209,0,8,14,206,25,500,269,14,134,42,2,1,1,4,8
32,"SATU MARE","CĂMINUL CULTURAL BOLDA",138,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:43:36",56,35,0,21,0,39,18,0,21,0,36,3,50,11,4,11,18,2,0,1,0,0
32,"SATU MARE","CAMINUL CULTURAL CUTA",291,SOCOND,138869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:55",268,243,0,17,8,182,157,0,17,8,175,7,283,101,11,42,112,1,0,3,6,0
32,"SATU MARE","CAMINUL CULTURAL DIN DECEBAL",333,VETIŞ,139358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:47",1215,1166,4,31,14,702,655,2,31,14,685,17,1300,598,68,419,104,32,7,28,15,12
32,"SATU MARE","CĂMINUL CULTURAL GERĂUŞA",94,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:13",422,417,0,5,0,199,194,0,5,0,187,12,517,318,29,41,68,10,5,10,4,20
32,"SATU MARE","CĂMINUL CULTURAL GIUNGI",140,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:27",126,120,0,6,0,72,66,0,6,0,68,4,150,78,9,18,35,4,1,1,0,0
32,"SATU MARE","CAMINUL CULTURAL HODISA",292,SOCOND,138869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:58",189,158,0,21,10,137,106,0,21,10,129,8,190,53,10,30,85,0,1,2,1,0
32,"SATU MARE","CĂMINUL CULTURAL OAR",334,VETIŞ,139358,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:47",1402,1387,4,10,1,853,841,1,10,1,803,50,1523,670,13,106,10,668,1,0,2,3
32,"SATU MARE","CĂMINUL CULTURAL ODOREU",242,ODOREU,138280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:21:04",1558,1539,0,8,11,798,779,0,8,11,778,20,1650,852,52,128,366,154,5,38,13,22
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:06",234,223,0,5,6,168,157,0,5,6,156,12,247,79,21,33,72,5,1,13,5,6
32,"SATU MARE","CAMINUL CULTURAL VALEA VINULUI",325,"VALEA VINULUI",139287,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:42",626,595,1,5,25,407,377,0,5,25,398,9,650,243,48,151,80,11,22,64,6,16
32,"SATU MARE","CĂMINUL CULTURAL VEZENDIU",313,TIREAM,139107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:44",364,352,0,11,1,184,172,0,11,1,162,22,400,216,30,37,43,43,0,0,6,3
32,"SATU MARE","CASA DE CULTURĂ",115,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:31",1719,1689,0,12,18,952,922,0,12,18,864,88,1850,898,56,319,123,331,5,16,10,4
32,"SATU MARE","CASĂ DE LOCUIT",171,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:27:09",95,86,0,9,0,47,38,0,9,0,41,6,100,53,19,6,9,3,0,4,0,0
32,"SATU MARE","CASĂ DE LOCUIT MICULA NOUA",236,MICULA,138164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:30",621,600,0,2,19,305,284,0,2,19,279,26,805,500,56,113,58,18,3,4,13,14
32,"SATU MARE","CASA DE TIP FAMILIAL” IRIS”",245,ODOREU,138280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:20",130,124,0,6,0,76,70,0,6,0,74,2,142,66,7,8,35,19,1,4,0,0
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:48",1023,995,0,6,22,645,617,0,6,22,615,26,1125,480,159,68,233,96,5,19,10,25
32,"SATU MARE","CENTRU CULTURAL TURISTIC",234,MICULA,138164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:10",1189,1165,0,0,24,681,657,0,0,24,633,48,1215,534,29,78,34,464,3,11,10,4
32,"SATU MARE","CENTRU DE ZI INGRIJIRE BATRANI",309,TEREBEŞTI,139054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:50",450,423,2,12,13,319,293,1,12,13,302,17,497,178,36,117,75,9,2,21,18,24
32,"SATU MARE","CENTRUL JUDEȚEAN DE EXCELENȚĂ SATU MARE",48,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:44:50",1646,1616,7,8,15,860,837,0,8,15,845,15,1800,940,31,83,80,601,6,35,4,5
32,"SATU MARE","CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",73,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:31",1056,1049,2,5,0,421,416,0,5,0,411,10,1200,779,22,76,63,189,3,34,13,11
32,"SATU MARE","CENTRU SOCIAL NADISU HODODULUI",213,HODOD,137844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:33",688,657,1,8,22,376,346,0,8,22,347,29,700,324,2,19,2,322,0,0,1,1
32,"SATU MARE","CLĂDIRE ADMINISTRATIVĂ",285,SĂCĂŞENI,138770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:11",129,112,0,13,4,81,64,0,13,4,76,5,130,49,11,33,21,4,0,3,1,3
32,"SATU MARE","CLĂDIREA SCOLII",252,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:09",115,105,0,9,1,50,40,0,9,1,48,2,155,105,0,6,17,17,0,1,2,5
32,"SATU MARE","CLADIRE DISPENSAR TUR",111,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:01",1592,1585,0,6,1,475,468,0,6,1,453,22,1600,1125,23,315,53,7,13,31,6,5
32,"SATU MARE","CLĂDIRE MULTIFUNCȚIONALĂ",261,PETREŞTI,138501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:37:34",313,306,0,2,5,113,106,0,2,5,102,11,385,272,3,15,7,64,4,0,6,3
32,"SATU MARE","CLADIRE PRIMARIE",174,CEHAL,137363,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:39",175,161,0,8,6,113,99,0,8,6,104,9,267,154,10,63,17,3,0,2,2,7
32,"SATU MARE","COLEGIUL ECONOMIC ” GHEORGHE DRAGOŞ ” (GRUP ŞC. ECONOMIC” GHEORGHE DRAGOŞ ”)",70,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:29",1602,1584,5,10,3,796,783,0,10,3,782,14,1800,1004,58,125,117,337,5,84,18,38
32,"SATU MARE","COLEGIUL NAŢIONAL ” DOAMNA STANCA ”",65,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:02",843,823,4,8,8,377,361,0,8,8,367,9,986,603,23,44,41,208,3,34,3,11
32,"SATU MARE","COLEGIUL NAŢIONAL” MIHAI EMINESCU ”",69,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:37",986,975,5,6,0,436,430,0,6,0,420,16,1100,664,17,80,68,197,7,31,11,9
32,"SATU MARE","COLEGIUL TEHNIC DE TRANSP. ŞI TELECOMUNICAŢII ” I.C. BRĂTIANU ”",61,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:11",1234,1220,2,7,5,595,583,0,7,5,581,14,1400,5,42,101,100,243,7,51,16,21
32,"SATU MARE","COLEGIUL TEHNIC ” ELISA ZAMFIRESCU ” (COL.TEHNIC ELISA ZAMFIRESCU(GRUP ŞC. DE INDUSTRIE UŞOARĂ ))",22,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:23",1371,1356,0,2,13,658,643,0,2,13,637,8,1500,842,32,100,108,314,12,37,13,21
32,"SATU MARE","COLEGIUL TEHNIC ”IULIU MANIU”",76,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:18",1261,1254,2,4,1,601,596,0,4,1,580,21,1400,778,29,73,97,336,4,24,9,8
32,"SATU MARE","CONSILIUL LOCAL FOIENI",202,FOIENI,137728,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:12",1596,1590,2,4,0,972,968,0,4,0,920,52,1764,792,4,23,20,862,1,7,2,1
32,"SATU MARE","CREŞA ” CASTELUL PITICILOR”",102,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:24",1183,1172,2,6,3,379,370,0,6,3,366,13,1324,945,26,229,46,6,16,30,7,6
32,"SATU MARE","CREŞA ”CASTELUL PITICILOR”",101,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:47",1198,1187,7,3,1,387,383,0,3,1,368,19,1300,894,40,198,65,10,2,34,6,13
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:45",513,501,1,7,4,311,300,0,7,4,301,10,550,239,24,112,129,7,0,11,5,13
32,"SATU MARE",GRADINITA,322,TURULUNG,139214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:18",156,146,1,5,4,99,90,0,5,4,84,15,169,70,2,11,5,63,0,2,0,1
32,"SATU MARE","GRADINIŢA APATEU",188,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:32",276,264,0,9,3,149,141,0,5,3,138,3,291,150,10,19,27,78,1,2,0,1
32,"SATU MARE","GRĂDINIŢA BĂBEŞTI",207,HALMEU,137764,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:42",356,349,0,7,0,205,198,0,7,0,176,29,380,175,12,22,9,130,1,1,1,0
32,"SATU MARE","GRĂDINIŢA CU PROG. PRELUNGIT ” DUMBRAVA MINUNATĂ ” (GRĂDINIŢA ”DUMBRAVA MINUNATĂ” )",64,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:50",1274,1230,27,11,6,654,636,1,11,6,616,18,1297,663,36,78,57,386,4,34,5,16
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL",312,TIREAM,139107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:40:47",162,155,0,6,1,86,79,0,6,1,82,4,196,110,12,11,29,27,1,0,2,0
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",249,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:44",351,331,1,7,12,184,165,0,7,12,176,8,371,187,99,19,10,26,1,12,3,6
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",299,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:03:36",152,146,0,5,1,90,84,0,5,1,86,4,204,114,5,25,45,6,4,1,0,0
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",250,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:49",484,478,1,3,2,221,216,0,3,2,207,13,528,308,12,35,87,16,1,41,8,7
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL BLAJA",116,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:09",182,171,0,10,1,119,108,0,10,1,116,3,190,71,17,54,39,2,1,3,0,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL CIG",117,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:53",347,308,0,14,25,219,180,0,14,25,192,27,350,131,37,109,33,4,4,2,3,0
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL HRIP",257,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:41",612,590,0,8,14,348,326,0,8,14,298,50,700,352,10,51,171,60,0,2,2,2
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL IANCULEŞTI",88,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:44",285,276,0,9,0,147,138,0,9,0,137,10,489,342,17,51,50,4,3,8,1,3
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL LIVADA",96,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:37",1419,1405,3,2,9,673,662,0,2,9,625,48,1600,927,45,71,70,411,4,9,12,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL MOIŞENI",178,CERTEZE,137407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:54",1186,1178,0,8,0,444,436,0,8,0,373,71,1295,851,36,97,136,4,7,38,47,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.10",81,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:59",1784,1770,1,13,0,711,698,0,13,0,686,25,1900,1189,35,106,145,369,3,14,5,9
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",16,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:58",1273,1258,6,9,0,512,503,0,9,0,505,7,1402,890,28,87,96,217,5,49,14,9
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",17,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:38",1797,1789,0,5,3,783,775,0,5,3,758,0,776,18,74,117,166,271,18,80,19,13
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.5",84,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:04",1929,1905,4,17,3,832,812,0,17,3,780,52,2100,1268,32,135,95,474,3,17,9,15
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.8",85,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:37",1367,1356,5,6,0,673,667,0,6,0,641,30,1498,827,28,102,94,379,5,17,8,8
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.9",80,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:52:25",1093,1085,1,7,0,477,470,0,7,0,464,13,1200,723,14,74,54,296,1,11,5,9
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:49",310,283,0,20,7,310,283,0,20,7,295,15,440,130,11,240,29,2,0,2,2,9
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:48",919,909,0,10,0,360,350,0,10,0,325,35,1003,643,56,51,149,6,3,55,3,2
