precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",59,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:46:30",1127,1080,6,10,31,584,543,0,10,31,568,16,1200,616,26,53,81,344,6,39,4,15
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",60,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:35",954,923,7,17,7,449,425,0,17,7,427,13,1000,560,17,59,79,215,6,36,4,11
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",6,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:54",1181,1171,1,6,3,562,553,0,6,3,553,9,1300,738,26,87,140,247,6,30,11,6
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",5,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:44",1133,1125,2,5,1,543,535,2,5,1,527,6,1300,767,31,97,133,208,9,32,12,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",7,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:56",1512,1491,0,7,14,756,735,0,7,14,743,13,1600,844,33,100,200,327,5,47,17,14
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",4,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:29",1294,1281,6,7,0,558,551,0,7,0,551,7,1500,942,27,73,134,240,6,50,10,11
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”IOSIF ŢIPROC” DUMBRAVA",99,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:24",974,967,1,6,0,368,361,1,6,0,347,21,1100,732,39,169,73,24,5,10,25,2
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",8,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:55",1258,1253,1,4,0,545,541,0,4,0,539,6,1400,855,27,89,164,185,10,51,9,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",9,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:02",1180,1175,0,4,1,539,535,0,3,1,523,16,1300,761,28,86,112,239,4,29,10,15
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",10,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:34",1120,1106,6,8,0,518,510,0,8,0,504,14,1200,682,28,85,119,206,3,44,11,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",11,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:55",1230,1227,0,3,0,546,543,0,3,0,529,14,1401,858,25,70,149,240,6,27,8,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",24,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:17",1573,1558,1,7,7,665,650,1,7,7,640,25,1700,1035,32,70,65,374,12,54,16,17
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",25,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:23",1306,1292,0,11,3,421,407,0,11,3,404,17,1400,969,29,44,43,237,9,26,12,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",23,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:01",1308,1292,3,8,5,533,520,0,8,5,519,14,1400,867,29,72,51,305,8,37,8,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",26,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:26",1108,1097,3,7,1,479,471,0,7,1,473,6,1200,721,27,68,64,263,4,30,7,10
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”MOISE SORA NOVAC” HUREZU MARE",298,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:46:17",276,264,0,12,0,149,137,0,12,0,140,9,300,151,7,36,81,12,0,1,3,0
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.1",78,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:35:11",1492,1482,0,8,2,682,672,0,8,2,661,21,1601,919,30,84,102,404,6,16,10,9
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.3",82,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:23",1498,1486,1,10,1,735,724,0,10,1,713,22,1601,866,30,114,152,350,3,29,18,17
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",15,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:02",1381,1374,0,4,3,585,578,0,4,3,558,27,1500,915,44,100,84,227,14,70,10,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",14,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:05",1324,1314,3,5,2,575,568,0,5,2,566,9,1400,825,38,76,122,224,16,66,12,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",12,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:05",1185,1173,2,6,4,505,495,0,6,4,490,6,1301,805,27,56,66,294,8,25,6,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",13,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:16",1121,1118,0,3,0,470,467,0,3,0,451,19,1200,730,45,84,75,177,6,42,14,8
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",244,ODOREU,138280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:00",1297,1280,0,4,13,718,701,0,4,13,686,32,1412,692,36,121,310,160,10,22,11,16
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",243,ODOREU,138280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:06",1308,1295,3,0,10,738,727,1,0,10,700,38,1410,672,29,114,394,133,2,16,5,7
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 1",247,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:36",711,673,1,4,33,423,385,1,4,33,398,25,778,355,9,20,3,358,0,5,1,2
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 2",248,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:35",877,823,4,6,44,529,479,0,6,44,512,17,955,426,5,11,4,487,2,1,2,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” LAZURI",220,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:20",1196,1181,3,1,11,669,657,0,1,11,662,7,1300,631,22,53,12,549,5,9,7,5
32,"SATU MARE","SCOALA GIMNAZIALĂ ”PETOFI SANDOR” LIVADA",95,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:15",988,968,2,4,14,509,491,0,4,14,494,15,1100,591,18,31,21,413,1,3,6,1
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PETOFI SANDOR LIVADA",97,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:57",1701,1672,0,4,25,882,853,0,4,25,805,48,1800,947,16,60,44,674,11,0,0,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ PIR",262,PIR,138538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:48",1134,1118,0,6,10,753,737,0,6,10,654,99,1200,447,38,123,138,347,1,3,2,2
32,"SATU MARE","SCOALA GIMNAZIALA POIANA CODRULUI",186,CRUCIŞOR,137504,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:22",1234,1175,0,18,41,835,776,0,18,41,756,79,1328,493,99,326,125,73,40,41,25,27
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PORUMBEŞTI",272,PORUMBEŞTI,180028,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:03",1242,1217,6,1,18,684,665,0,1,18,655,29,1347,663,14,25,5,606,1,3,0,1
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",66,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:27",1218,1179,1,22,16,656,618,0,22,16,642,14,1400,744,27,34,29,505,6,26,2,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",67,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:53",1595,1565,8,11,11,841,819,0,11,11,830,11,1802,961,26,63,61,603,8,44,10,15
32,"SATU MARE","ŞCOALA GIMNAZIALĂ RĂTEŞTI",141,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:47",622,598,2,8,14,324,302,0,8,14,286,38,647,323,15,80,138,29,4,17,3,0
32,"SATU MARE","SCOALA GIMNAZIALA SANTAU",281,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:40",1390,1350,0,3,37,865,825,0,3,37,838,27,1500,635,30,80,497,210,2,11,5,3
32,"SATU MARE","ŞCOALA GIMNAZIALĂ SĂRĂUAD",118,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:26",858,840,0,7,11,541,523,0,7,11,502,39,880,339,40,268,63,104,3,7,15,2
32,"SATU MARE","ȘCOALA GIMNAZIALĂ - SĂTMĂREL ( ŞC. CU CLS.I-VIII - SĂTMĂREL)",74,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:23",1199,1197,1,1,0,565,564,0,1,0,526,35,1398,837,35,194,162,92,10,14,11,8
32,"SATU MARE","SCOALA GIMNAZIALA SOCOND",290,SOCOND,138869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:08",562,547,2,7,6,322,309,0,7,6,268,46,584,270,25,52,176,8,0,4,3,0
32,"SATU MARE","SCOALA GIMNAZIALA STANA",294,SOCOND,138869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:35",882,866,0,6,10,554,538,0,6,10,521,33,882,295,14,86,409,10,0,1,1,0
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",306,TÂRŞOLŢ,139143,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:59",861,848,0,7,6,238,225,0,7,6,203,35,1000,762,31,56,99,0,3,10,1,3
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",305,TÂRŞOLŢ,139143,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:13",1351,1331,0,8,12,466,446,0,8,12,387,79,1400,934,73,102,154,4,12,15,10,17
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",114,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:15",1534,1496,0,16,22,916,878,0,16,22,883,33,1600,684,57,214,205,353,11,29,6,8
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",112,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:47",1178,1153,0,9,16,679,654,0,9,16,645,34,1350,671,57,188,105,262,7,12,9,5
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",113,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:15",1423,1406,1,10,6,715,698,1,10,6,688,27,1600,885,68,201,143,227,15,14,18,2
32,"SATU MARE","SCOALA GIMNAZIALA TURULUNG",320,TURULUNG,139214,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:02",1250,1233,2,8,7,725,710,0,8,7,508,217,1358,632,26,74,11,388,3,2,3,1
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VALEA SEACĂ",304,"TARNA MARE",139009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:27",942,932,1,5,4,364,355,0,5,4,337,27,1100,736,36,184,89,3,7,6,11,1
32,"SATU MARE","SCOALA GIMNAZIALA VAMA",330,VAMA,139330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:53",1613,1603,0,5,5,805,795,0,5,5,747,57,1722,917,125,162,191,234,2,27,6,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VAMA",329,VAMA,139330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:08:00",1788,1767,3,14,4,918,900,0,14,4,847,71,2000,1082,154,272,218,133,4,55,7,4
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:22",914,878,0,7,29,522,486,0,7,29,436,86,967,445,53,152,152,45,7,11,16,0
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”VASILE LUCACIU” NR.2",79,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:57",1634,1622,3,8,1,687,678,0,8,1,670,11,1800,1119,24,113,120,373,1,17,13,9
32,"SATU MARE","ȘCOALA HUTA-CERTEZE",177,CERTEZE,137407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:38",960,944,0,3,13,381,365,0,3,13,343,38,1052,671,37,65,179,2,10,39,9,2
32,"SATU MARE","SCOALA LECHINTA",159,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:16",699,678,0,19,2,424,403,0,19,2,373,51,800,376,49,63,189,5,11,13,6,37
32,"SATU MARE","ȘCOALA LIPA",337,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:18",733,673,2,13,45,460,402,0,13,45,450,10,718,258,19,20,33,365,3,5,3,2
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:05",1333,1304,1,19,9,803,775,0,19,9,747,56,1396,593,78,179,395,29,3,17,7,39
32,"SATU MARE","SCOALA PASUNEA MARE",160,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:22",359,351,0,4,4,167,159,0,4,4,156,11,407,240,25,28,72,5,10,11,5,0
32,"SATU MARE","SCOALA PRIMARA",263,PIR,138538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:40",114,98,0,6,10,69,53,0,6,10,65,4,148,79,7,39,10,6,1,1,1,0
32,"SATU MARE","ŞCOALA PRIMARĂ",276,RACŞA,180091,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:15",223,216,0,3,4,141,134,0,3,4,139,2,276,135,73,41,12,5,0,4,3,1
32,"SATU MARE","ŞCOALA PRIMARĂ ADRIAN",98,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:16",471,460,2,7,2,297,288,0,7,2,273,24,500,203,7,18,8,234,0,2,3,1
32,"SATU MARE","ŞCOALA PRIMARĂ CIUPERCENI",125,AGRIŞ,179873,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:49",510,494,0,15,1,288,272,0,15,1,265,22,532,239,33,27,83,100,2,5,8,7
32,"SATU MARE","ŞCOALA PRIMARĂ CRIŞENI",181,CRAIDOROLŢ,137443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:54",142,136,0,6,0,68,62,0,6,0,64,4,197,129,10,38,6,1,2,0,1,6
32,"SATU MARE","ŞCOALA PRIMARĂ CULCIU-MIC",191,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:45",615,596,2,7,10,326,309,0,7,10,309,16,666,339,8,45,49,201,0,4,2,0
32,"SATU MARE","ŞCOALA PRIMARĂ DEALU MARE",336,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:29",571,534,0,8,29,326,289,0,8,29,273,45,579,261,72,40,47,90,1,9,5,9
32,"SATU MARE","ŞCOALA PRIMARĂ ERIU SÂNCRAI",182,CRAIDOROLŢ,137443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:46",484,474,0,5,5,306,296,0,5,5,266,40,500,194,10,73,23,69,1,11,4,75
32,"SATU MARE","ŞCOALA PRIMARĂ GHIRIŞA",139,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:19",601,580,0,7,14,378,357,0,7,14,345,33,650,272,5,25,74,236,1,1,2,1
32,"SATU MARE","ȘCOALA PRIMARĂ ” IOAN GALU” SUPURU DE SUS",301,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:47",412,402,2,6,2,216,207,1,6,2,205,11,450,234,17,100,76,2,0,5,4,1
32,"SATU MARE","SCOALA PRIMARA LELEI",212,HODOD,137844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:00:09",488,472,0,6,10,276,260,0,6,10,261,15,500,224,9,15,3,232,0,0,2,0
32,"SATU MARE","ŞCOALA PRIMARĂ LIPĂU",192,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:16",428,417,4,3,4,231,222,2,3,4,221,10,461,230,24,54,65,11,4,11,4,48
32,"SATU MARE","ŞCOALA PRIMARĂ MEDIŞA",339,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:29",191,178,0,8,5,123,110,0,8,5,105,17,224,102,14,22,48,19,0,1,1,0
32,"SATU MARE","SCOALĂ PRIMARĂ REMETEA OAȘ",253,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:57",434,397,2,13,22,290,255,0,13,22,281,9,475,185,3,9,14,226,2,4,2,21
32,"SATU MARE","ŞCOALA PRIMARĂ SATU MIC",183,CRAIDOROLŢ,137443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:49",171,159,1,11,0,108,97,0,11,0,98,10,200,92,7,44,17,3,0,0,2,25
32,"SATU MARE","ŞCOALA PRIMARĂ TĂTĂREŞTI",340,"VIILE SATU MARE",139394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:56",564,524,0,12,28,300,260,0,12,28,257,42,597,298,29,82,70,55,3,7,7,4
32,"SATU MARE","SCOALA SILVAS",289,SĂUCA,138805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:22",133,128,0,5,0,91,86,0,5,0,79,12,221,130,6,36,29,3,1,3,1,0
32,"SATU MARE","ȘCOALA SOLTESZ JANOS AMBUD",256,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:11",987,965,1,10,11,591,570,0,10,11,547,44,1000,409,13,56,126,340,3,5,3,1
32,"SATU MARE","SC. PRIMARA DINDESTI",127,ANDRID,136768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:40",611,590,1,4,16,391,371,0,4,16,357,34,665,274,24,21,89,172,1,9,7,34
32,"SATU MARE","SC. PRIM. CHEREUŞA",282,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:35",470,450,1,5,14,307,288,0,5,14,285,22,500,193,9,35,187,50,0,1,2,1
32,"SATU MARE","SECŢIA DE DRUMURI NAŢIONALE",47,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:04:12",1708,1650,14,9,35,940,895,1,9,35,918,22,1900,960,36,108,130,534,16,58,14,22
32,"SATU MARE","SEDIU ADMINISTRATIV",136,BÂRSĂU,137103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:11",511,479,1,17,14,320,288,1,17,14,302,18,400,80,25,110,77,6,66,8,10,0
32,"SATU MARE","SEDIUL CONSILIULUI LOCAL AL COMUNEI CULCIU",187,CULCIU,137540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:27",689,673,0,7,9,396,380,0,7,9,367,22,750,361,20,107,77,144,2,4,5,8
32,"SATU MARE","SEDIUL PRIMARIEI COMUNEI HODOD",210,HODOD,137844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:40",699,682,0,5,12,361,344,0,5,12,349,12,771,410,7,27,13,298,2,0,2,0
32,"SATU MARE","SPCLEP CALINESTI OAS",157,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:11",904,893,0,3,8,522,511,0,3,8,491,31,1000,478,85,113,119,6,40,5,13,110
32,"SATU MARE","TRIP SCOALA GENERALA",148,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:04",1367,1335,0,25,7,636,604,0,25,7,561,70,1494,863,138,220,130,8,5,42,13,5
32,"SATU MARE","TRIP SCOALA GENERALA",149,BIXAD,137069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:04",1226,1201,0,15,10,547,522,0,15,10,477,70,1329,782,153,111,146,9,8,22,15,13
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",18,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:26",1749,1737,7,2,3,791,786,0,2,3,779,12,2000,1209,49,111,161,341,8,78,15,16
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",19,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:58",1519,1508,0,8,3,678,667,0,8,3,649,4,1700,1033,66,97,123,265,9,55,19,15
