precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","DONICI NICOLAE-EUGEN-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL",355,HĂRMAN,41088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:05",749,738,1,10,0,413,403,0,10,0,396,17,800,387,196,36,19,78,47,20
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",354,HĂRMAN,41088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:19",1731,1723,5,1,2,895,892,0,1,2,879,16,1900,1005,314,145,57,273,12,78
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",353,HĂRMAN,41088,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:37:26",906,898,1,6,1,906,898,1,6,1,860,46,2100,1194,324,140,45,268,19,64
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",352,HĂRMAN,41088,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:20:02",1972,1959,8,3,2,947,942,0,3,2,914,33,2129,1182,316,133,76,288,16,85
