precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ORHEANU NECULAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ORÂNDARU GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CIUBOTARU CODRUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","DURLAN IULIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MĂRCUŢ ION-voturi"
4,BACĂU,"ŞCOALA BLIDARI",297,CĂIUŢI,21757,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:59:29",577,562,1,7,7,317,302,1,7,7,308,9,600,283,14,196,73,21,4
4,BACĂU,"ŞCOALA BOIŞTEA",298,CĂIUŢI,21757,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:30",140,134,0,6,0,84,78,0,6,0,80,4,204,120,10,37,21,10,2
4,BACĂU,"SCOALA GIMNAZIALA CAIUTI",296,CĂIUŢI,21757,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:09:48",1320,1311,0,5,4,683,674,0,5,4,641,33,1400,717,20,404,85,108,24
4,BACĂU,"ŞCOALA HELTIU",299,CĂIUŢI,21757,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:36",291,283,2,6,0,162,154,2,6,0,154,8,300,138,20,41,52,12,29
4,BACĂU,"ŞCOALA POPENI",301,CĂIUŢI,21757,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:27:13",693,677,0,9,7,370,354,0,9,7,361,8,700,331,4,278,68,8,3
4,BACĂU,"ŞCOALA PRALEA",302,CĂIUŢI,21757,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:35",751,740,0,7,4,449,438,0,7,4,442,7,800,351,4,351,70,13,4
4,BACĂU,"SCOALA PRIMARA MARCESTI",300,CĂIUŢI,21757,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:39",131,124,0,7,0,83,76,0,7,0,78,5,200,117,0,41,32,5,0
4,BACĂU,"ŞCOALA VRÂNCENI",303,CĂIUŢI,21757,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:12",296,289,0,7,0,157,150,0,7,0,148,9,300,143,12,82,38,10,6
