precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"CĂMINUL CULTURAL FRĂTEŞTI",120,FRĂTEŞTI,102909,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:42:27",1367,1286,2,41,38,875,796,0,41,38,848,27,1457,582,43,506,33,3,263
19,GIURGIU,"CĂMINUL CULTURAL REMUŞ",124,FRĂTEŞTI,102909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:54",1769,1632,6,91,40,1148,1017,0,91,40,1107,41,1789,641,21,844,60,63,119
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 3 CETATEA",122,FRĂTEŞTI,102909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:46",439,391,1,24,23,247,200,0,24,23,241,6,425,178,4,185,19,4,29
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 4 CETATEA (BĂLĂNOAIA)",123,FRĂTEŞTI,102909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:25",248,220,0,21,7,154,126,0,21,7,148,6,238,84,3,107,13,2,23
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:37",624,602,1,12,9,396,375,0,12,9,389,7,669,273,7,197,29,8,148
